"codigo_uc","nome_uc","ano_criacao","tempo_uc","municipio","uf","bioma","desmatamento_antes","desmatamento_depois"
"0000.33.1480","PARQUE ESTADUAL DA SERRA DA CONCÓRDIA",2002,21,"BARRA DO PIRAÍ","RJ","Mata Atlântica","0.0043924030694024","0.15404177871804242"
"0000.33.4027","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA RIBEIRÃO",2019,4,"BARRA DO PIRAÍ","RJ","Mata Atlântica","0.047339763328439505","0.0026604998607614003"
"0000.33.3549","REFÚGIO DE VIDA SILVESTRE ESTADUAL DO MÉDIO PARAÍBA",2016,7,"BARRA DO PIRAÍ","RJ","Mata Atlântica","0.6820496949931697","0.12067583442765917"
"0000.33.3547","MONUMENTO NATURAL ESTADUAL DA SERRA DA BELEZA",2017,6,"BARRA DO PIRAÍ","RJ","Mata Atlântica","0.15148361647574143","0.04748364477397889"
"0000.43.3753","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL BARBA",2010,13,"BARRA DO RIBEIRO","RS","Pampa","0.39264907974877794","0.3318613023562491"
"0000.35.1709","ÁREA DE PROTEÇÃO AMBIENTAL PLANALTO DO TURVO",2008,15,"BARRA DO TURVO","SP","Mata Atlântica","1.4646945895043364","0.334162405703373"
"0000.35.1710","ÁREA DE PROTEÇÃO AMBIENTAL QUILOMBOS DO MÉDIO RIBEIRA",2008,15,"BARRA DO TURVO","SP","Mata Atlântica","1.7790767211111154","0.4838499654897107"
"0000.35.1675","PARQUE ESTADUAL CAVERNA DO DIABO",2008,15,"BARRA DO TURVO","SP","Mata Atlântica","2.0981510302777284","0.5748654099598194"
"0000.35.1688","RDS BARREIRO ANHEMAS",2008,15,"BARRA DO TURVO","SP","Mata Atlântica","1.1456202803377233","0.24314696123326435"
"0000.35.1692","RDS QUILOMBOS DE BARRA DO TURVO",2008,15,"BARRA DO TURVO","SP","Mata Atlântica","1.1456202803377233","0.24314696123326437"
"0000.35.1691","RDS DOS PINHEIRINHOS",2008,15,"BARRA DO TURVO","SP","Mata Atlântica","1.1456202803377233","0.24314696123326437"
"0000.35.1969","PARQUE ESTADUAL DO RIO TURVO",2008,15,"BARRA DO TURVO","SP","Mata Atlântica","1.694248661197316","0.4758205346964437"
"0000.35.1713","ÁREA DE PROTEÇÃO AMBIENTAL RIO PARDINHO E RIO VERMELHO",2008,15,"BARRA DO TURVO","SP","Mata Atlântica","1.1456202803377233","0.2431469612332644"
"0000.28.4118","PARQUE ESTADUAL MARITUBA",2020,3,"BARRA DOS COQUEIROS","SE","Mata Atlântica","0.26009784212135184","0.0203398253120548"
"0605.28.4948","ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DOS MANGUEZAIS",2021,2,"BARRA DOS COQUEIROS","SE","Mata Atlântica","0.032006330171318736","0.0012825771699803"
"0000.00.2104","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA BONSUCESSO",2008,15,"BARRA MANSA","RJ","Mata Atlântica","0.011223065972369503","0.029310013489906004"
"0000.33.4965","MONUMENTO NATURAL ESTADUAL DA SERRA DA BELEZA",2017,6,"BARRA MANSA","RJ","Mata Atlântica","0.15148361647574138","0.0474836447739789"
"0000.33.3549","REFÚGIO DE VIDA SILVESTRE ESTADUAL DO MÉDIO PARAÍBA",2016,7,"BARRA MANSA","RJ","Mata Atlântica","0.6820496949931695","0.12067583442765917"
"0000.33.3547","MONUMENTO NATURAL ESTADUAL DA SERRA DA BELEZA",2017,6,"BARRA MANSA","RJ","Mata Atlântica","0.15148361647574138","0.0474836447739789"
"0040.33.1631","AREA DE RELEVANTE INTERESSE ECOLÓGICO- ILHAS DO RIO PARAIBA DO SUL",2005,18,"BARRA MANSA","RJ","Mata Atlântica","0.000446778885308","0.04008630057696749"
"0040.33.3389","ÁREA DE PROTEÇÃO AMBIENTAL FLORESTA DO CAFUNDÓ",2005,18,"BARRA MANSA","RJ","Mata Atlântica","0.000446778885308","0.0400863005769675"
"0040.33.3390","ÁREA DE PROTEÇÃO AMBIENTAL DO ENTORNO DA CICUTA",2015,8,"BARRA MANSA","RJ","Mata Atlântica","0.0255710886851086","0.0149619907771669"
"0040.33.3392","PARQUE NATURAL MUNICIPAL CARLOS ROBERTO FIRMINO DE CASTRO",2015,8,"BARRA MANSA","RJ","Mata Atlântica","0.025571088685108604","0.0149619907771669"
"0040.33.3396","PARQUE NATURAL MUNICIPAL DE SAUDADE",2014,9,"BARRA MANSA","RJ","Mata Atlântica","0.025168126777385502","0.01536495268489"
"0040.33.4334","ÁREA DE PROTEÇÃO AMBIENTAL LESTE",2020,3,"BARRA MANSA","RJ","Mata Atlântica","0.039402025347884305","0.0011310541143912"
"0407.33.4817","REFÚGIO DA VIDA SILVESTRE SERRA DO RIO BONITO",2010,13,"BARRA MANSA","RJ","Mata Atlântica","0.014137341155046902","0.0263957383072286"
"0000.00.4519","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL OLIVEIRA AMANTE",2021,2,"BARRA MANSA","RJ","Mata Atlântica","0.0395039218128667","0.0010291576494088"
"0210.42.3688","PARQUE NATURAL MUNICIPAL CAMINHO DO PEABIRU",2007,16,"BARRA VELHA","SC","Mata Atlântica","0.051267596287476","0.024007815763384805"
"3201.29.4555","PARQUE NATURAL MUNICIPAL ENGENHEIRO GERALDO ROCHA",2020,4,"BARREIRAS","BA","Caatinga","18.4262992062328","5.160080728780203"
"3201.29.4661","MONUMENTO NATURAL CACHOEIRA DO ACABA VIDA",2020,4,"BARREIRAS","BA","Caatinga","18.426299206232798","5.160080728780203"
"3201.29.4555","PARQUE NATURAL MUNICIPAL ENGENHEIRO GERALDO ROCHA",2020,4,"BARREIRAS","BA","Cerrado","18.426299206232816","5.160080728780204"
"0000.00.4490","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CACHOEIRA DO REDONDO",2021,3,"BARREIRAS","BA","Caatinga","18.85464646477872","4.731733470234302"
"0000.00.4490","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CACHOEIRA DO REDONDO",2021,3,"BARREIRAS","BA","Cerrado","18.854646464778725","4.731733470234302"
"3201.29.4661","MONUMENTO NATURAL CACHOEIRA DO ACABA VIDA",2020,4,"BARREIRAS","BA","Cerrado","18.42629920623282","5.160080728780203"
"0000.00.0156","PARQUE NACIONAL DAS NASCENTES DO RIO PARNAIBA",2002,22,"BARREIRAS DO PIAUÍ","PI","Cerrado","3.556652718605113","92.91321171676859"
"0000.22.4812","ÁREA DE PROTEÇÃO AMBIENTAL DOS ALTOS CURSOS DOS RIOS GURGUEIA E URUÇUÍ-VERMELHO",2017,7,"BARREIRAS DO PIAUÍ","PI","Cerrado","5.043069954176357","1.9368566457903866"
"1707.21.4942","MONUMENTO NATURAL MORRO DA LADEIRA",2023,1,"BARREIRINHAS","MA","Cerrado","3.8431256377375536","0.124703178310654"
"0000.00.3087","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PRATA",2013,11,"BARREIRINHAS","MA","Cerrado","2.7470894931047285","1.220739322943479"
"0000.00.2083","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CAVA II",2005,19,"BARRETOS","SP","Cerrado","0.0826685829292778","0.09273599271925122"
"0000.00.2083","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CAVA II",2005,19,"BARRETOS","SP","Mata Atlântica","0.0826685829292778","0.0927359927192512"
"0190.50.4337","ÁREA DE PROTEÇÃO AMBIENTAL DA SUB BACIA DO RIO PARDO",2010,14,"BATAGUASSU","MS","Mata Atlântica","1.4907505568562138","0.5108706839863739"
"0190.50.4337","ÁREA DE PROTEÇÃO AMBIENTAL DA SUB BACIA DO RIO PARDO",2010,14,"BATAGUASSU","MS","Cerrado","1.4907505568562136","0.5108706839863739"
"0000.00.2185","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA NATURAL SÍTIO PALMEIRAS",2008,15,"BATURITÉ","CE","Caatinga","0.3814141731129157","0.3744280717479631"
"0000.35.3889","ÁREA DE RELEVANTE INTERESSE ECOLÓGICO LEOPOLDO MAGNO COUTINHO",2018,6,"BAURU","SP","Cerrado","0.4148052521806536","0.020337498059336608"
"0000.35.3889","ÁREA DE RELEVANTE INTERESSE ECOLÓGICO LEOPOLDO MAGNO COUTINHO",2018,6,"BAURU","SP","Mata Atlântica","0.41480525218065395","0.0203374980593366"
"0000.35.3891","REFÚGIO DE VIDA SILVESTRE AIMORÉS",2018,6,"BAURU","SP","Mata Atlântica","0.41480525218065384","0.0203374980593366"
"0000.35.3891","REFÚGIO DE VIDA SILVESTRE AIMORÉS",2018,6,"BAURU","SP","Cerrado","0.4148052521806535","0.020337498059336604"
"0000.23.0961","MONUMENTO NATURAL DAS FALÉSIAS DE BEBERIBE",2004,19,"BEBERIBE","CE","Área Marinha","0.4148631762515367","1.918916422188772"
"0000.00.1809","RESERVA EXTRATIVISTA PRAINHA DO CANTO VERDE",2009,14,"BEBERIBE","CE","Área Marinha","1.1544239680551147","1.179355630385194"
"0000.00.1809","RESERVA EXTRATIVISTA PRAINHA DO CANTO VERDE",2009,14,"BEBERIBE","CE","Caatinga","1.1544239680551147","1.179355630385194"
"0000.23.0961","MONUMENTO NATURAL DAS FALÉSIAS DE BEBERIBE",2004,19,"BEBERIBE","CE","Caatinga","0.4148631762515367","1.9189164221887716"
"2100.50.4439","ÁREA DE PROTEÇÃO AMBIENTAL DOS MANANCIAIS SUPERFICIAIS DAS NASCENTES DO RIO APA",2005,19,"BELA VISTA","MS","Cerrado","5.691209217099456","5.27557731361982"
"0000.00.2214","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SERRA DO LUCINDO",2010,13,"BELA VISTA DO TOLDO","SC","Mata Atlântica","0.29213406901927086","0.11729698763813082"
"0000.00.2189","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA SIRIEMA",2007,16,"BELÉM DO SÃO FRANCISCO","PE","Caatinga","0.2105775164462722","0.2574131608979125"
"0000.00.2192","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA UMBURANA",2007,16,"BELÉM DO SÃO FRANCISCO","PE","Caatinga","0.2105775164462722","0.2574131608979125"
"0000.00.2179","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA JUREMA",2007,16,"BELÉM DO SÃO FRANCISCO","PE","Caatinga","0.2105775164462722","0.25741316089791244"
"0000.33.2805","ÁREA DE PROTEÇÃO AMBIENTAL DO ALTO IGUAÇU",2013,10,"BELFORD ROXO","RJ","Mata Atlântica","0.08048748573916344","0.050600512167820716"
"0000.00.2182","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA MARIA VICENTINI LOPES",2008,15,"BELMONTE","BA","Área Marinha","0.7507650977762246","0.6735581996476251"
"0000.00.0253","RESERVA EXTRATIVISTA DE CANAVIEIRAS",2006,17,"BELMONTE","BA","Mata Atlântica","1.5333902283331033","1.880267090595912"
"0000.00.2182","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA MARIA VICENTINI LOPES",2008,15,"BELMONTE","BA","Mata Atlântica","0.7507650977762246","0.6735581996476251"
"0000.00.0253","RESERVA EXTRATIVISTA DE CANAVIEIRAS",2006,17,"BELMONTE","BA","Área Marinha","1.5333902283331036","1.880267090595912"
"0000.31.1781","PARQUE ESTADUAL SERRA VERDE",2007,17,"BELO HORIZONTE","MG","Cerrado","0.0418860174748608","0.038932680695643415"
"0000.31.1781","PARQUE ESTADUAL SERRA VERDE",2007,17,"BELO HORIZONTE","MG","Mata Atlântica","0.0418860174748608","0.038932680695643415"
"0000.31.0936","ESTAÇÃO ECOLÓGICA DO CERCADINHO",2006,18,"BELO HORIZONTE","MG","Mata Atlântica","0.034501373992668","0.04631732417783621"
"0000.31.0936","ESTAÇÃO ECOLÓGICA DO CERCADINHO",2006,18,"BELO HORIZONTE","MG","Cerrado","0.034501373992668005","0.04631732417783622"
"0000.26.4193","ÁREA DE PROTEÇÃO AMBIENTAL SERRAS E BREJOS DO CAPIBARIBE",2020,3,"BELO JARDIM","PE","Caatinga","3.4019358051043946","0.23897629093536762"
"0000.26.4191","REFÚGIO DE VIDA SILVESTRE MATA DO BITURY",2020,3,"BELO JARDIM","PE","Caatinga","2.261328341904543","0.15843850989253172"
"0000.15.1881","REFÚGIO DE VIDA SILVESTRE METRÓPOLE DA AMAZÔNIA",2010,14,"BENEVIDES","PA","Amazônia","8.230716698168807","0.09007219553505699"
"0000.00.3651","RESERVA EXTRATIVISTA ITAPETININGA",2018,6,"BEQUIMÃO","MA","Amazônia","4.631383874866053","0.0008036264168063"
"0000.00.3651","RESERVA EXTRATIVISTA ITAPETININGA",2018,6,"BEQUIMÃO","MA","Área Marinha","4.631383874866053","0.0008036264168063"
"0000.35.1723","APA MARINHA DO LITORAL CENTRO",2008,15,"BERTIOGA","SP","Área Marinha","0.139346603115724","0.11305812061751959"
"0000.35.1964","PARQUE ESTADUAL RESTINGA DE BERTIOGA",2010,13,"BERTIOGA","SP","Mata Atlântica","0.0461703472454854","0.014633027636789402"
"0000.35.1964","PARQUE ESTADUAL RESTINGA DE BERTIOGA",2010,13,"BERTIOGA","SP","Área Marinha","0.046170347245485396","0.014633027636789399"
"0000.35.1723","APA MARINHA DO LITORAL CENTRO",2008,15,"BERTIOGA","SP","Mata Atlântica","0.13934660311572392","0.11305812061751958"
"0000.13.0987","RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL PIAGAÇU PURUS",2003,21,"BERURI","AM","Amazônia","0","16.624864718183513"
"0000.00.1626","PARQUE NACIONAL NASCENTES DO LAGO JARI",2008,16,"BERURI","AM","Amazônia","4.840633691343051","2.9911409070657182"
"0000.13.1732","RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL IGAPÓ-AÇU",2009,15,"BERURI","AM","Amazônia","21.813247221919273","15.750029185109394"
"0000.31.3873","ÁREA DE PROTEÇÃO AMBIENTAL PARQUE FERNÃO DIAS",2016,8,"BETIM","MG","Cerrado","0.1536242391951202","0.06323302173739029"
"0670.31.3127","PARQUE NATURAL MUNICIPAL FELISBERTO NEVES",2014,10,"BETIM","MG","Cerrado","0.09651826271057219","0.049816366136481306"
"0000.31.0370","ÁREA DE PROTEÇÃO AMBIENTAL VARGEM DAS FLORES",2006,18,"BETIM","MG","Mata Atlântica","0.0791327240602548","0.1377245368722557"
"0670.31.3127","PARQUE NATURAL MUNICIPAL FELISBERTO NEVES",2014,10,"BETIM","MG","Mata Atlântica","0.0965182627105722","0.0498163661364813"
"0000.31.0370","ÁREA DE PROTEÇÃO AMBIENTAL VARGEM DAS FLORES",2006,18,"BETIM","MG","Cerrado","0.0791327240602548","0.1377245368722557"
"0000.31.3873","ÁREA DE PROTEÇÃO AMBIENTAL PARQUE FERNÃO DIAS",2016,8,"BETIM","MG","Mata Atlântica","0.15362423919512022","0.06323302173739029"
"2305.42.4659","MONUMENTO NATURAL CACHOEIRA DO AMÂNCIO",2023,0,"BIGUAÇU","SC","Mata Atlântica","0.20021258418447327","0"
"0230.42.3536","PARQUE NATURAL MUNICIPAL SERRA DE SÃO MIGUEL",2017,6,"BIGUAÇU","SC","Mata Atlântica","0.18386937172927148","0.016343212455201803"
"0000.00.0150","PARQUE NACIONAL DA SERRA DO ITAJAÍ",2004,19,"BLUMENAU","SC","Mata Atlântica","0.1805693514742575","0.8274109133768571"
"0000.31.1780","PARQUE ESTADUAL SERRA DA BOA ESPERANÇA",2007,17,"BOA ESPERANÇA","MG","Mata Atlântica","0.201013954170238","0.1569454377846913"
"0000.31.1780","PARQUE ESTADUAL SERRA DA BOA ESPERANÇA",2007,17,"BOA ESPERANÇA","MG","Cerrado","0.20101395417023804","0.15694543778469128"
"0000.00.1908","PARQUE NACIONAL DE BOA NOVA",2010,13,"BOA NOVA","BA","Caatinga","5.450881997005547","1.4131421411298883"
"0000.00.1907","REFÚGIO DE VIDA SILVESTRE DE BOA NOVA",2010,13,"BOA NOVA","BA","Caatinga","3.4209098243445015","0.4524526667635002"
"0000.00.1908","PARQUE NACIONAL DE BOA NOVA",2010,13,"BOA NOVA","BA","Mata Atlântica","5.450881997005547","1.4131421411298881"
"0000.00.1907","REFÚGIO DE VIDA SILVESTRE DE BOA NOVA",2010,13,"BOA NOVA","BA","Mata Atlântica","3.420909824344501","0.45245266676350027"
"0000.25.0902","ÁREA DE PROTEÇÃO AMBIENTAL DO CARIRI",2004,19,"BOA VISTA","PB","Mata Atlântica","0.32419395417978536","0.931098382547583"
"0000.25.0902","ÁREA DE PROTEÇÃO AMBIENTAL DO CARIRI",2004,19,"BOA VISTA","PB","Caatinga","0.32419395417978547","0.9310983825475831"
"0000.27.3946","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BAIXA GRANDE",2019,4,"BOCA DA MATA","AL","Mata Atlântica","0.1117466016927284","0"
"0000.00.0285","RESERVA EXTRATIVISTA ARAPIXI",2006,18,"BOCA DO ACRE","AM","Amazônia","0","34.344397067286145"
"0000.31.2378","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL AVE LAVRINHA",2006,17,"BOCAINA DE MINAS","MG","Mata Atlântica","0.0358705570640538","0.07050360189147181"
"0000.31.3896","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL AVE LAVRINHA I",2018,5,"BOCAINA DE MINAS","MG","Mata Atlântica","0.10455087214582312","0.0018232868097024998"
"0000.31.2374","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ALTO RIO GRANDE",2008,15,"BOCAINA DE MINAS","MG","Mata Atlântica","0.05577929295082601","0.050594866004699604"
"0000.42.3960","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL COMPLEXO SERRA DA FAROFA",2014,9,"BOCAINA DO SUL","SC","Mata Atlântica","1.0634779384249602","0.3304496551954241"
"0000.00.0157","PARQUE NACIONAL DAS SEMPRE-VIVAS",2002,22,"BOCAIÚVA","MG","Cerrado","1.8947299071024264","11.267638150471491"
"0000.31.3866","PARQUE ESTADUAL DE BOTUMIRIM",2018,6,"BOCAIÚVA","MG","Cerrado","6.078707326758154","0.5230132633757096"
"0000.00.4495","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BELLATRIX 2",2020,3,"BOCAIÚVA DO SUL","PR","Mata Atlântica","0.9998874663490619","0.055843557980418804"
"0000.00.4484","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BELLATRIX 3",2020,3,"BOCAIÚVA DO SUL","PR","Mata Atlântica","0.9998874663490619","0.055843557980418804"
"0000.00.4465","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BELLATRIX",2020,3,"BOCAIÚVA DO SUL","PR","Mata Atlântica","0.9998874663490619","0.055843557980418804"
"0000.00.3679","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PAPAGAIO-DE-PEITO-ROXO",2017,6,"BOCAIÚVA DO SUL","PR","Mata Atlântica","0.9321678483547988","0.1235631759746819"
"0000.00.1187","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO MONTE ARARAT",2002,21,"BOCAIÚVA DO SUL","PR","Mata Atlântica","0.0837214385586913","0.9720095857707893"
"0000.00.4528","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ANTENOR RIVAL CREMA",2014,9,"BOCAIÚVA DO SUL","PR","Mata Atlântica","0.8747975327913265","0.1809334915381541"
"0000.50.1982","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CARA DA ONÇA",2009,15,"BODOQUENA","MS","Cerrado","3.0347268401006","1.1531238857043271"
"0000.50.1982","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CARA DA ONÇA",2009,15,"BODOQUENA","MS","Pantanal","3.0347268401006007","1.1531238857043271"
"0000.00.2231","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VALE DO LUAR",2009,14,"BOM JARDIM","RJ","Mata Atlântica","0.06071275858794879","0.04421701297113519"
"0050.33.3824","PARQUE NATURAL MUNICIPAL DE BOM JARDIM",2018,5,"BOM JARDIM","RJ","Mata Atlântica","0.09169953419181362","0.0132302373672704"
"0000.00.2142","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NOSSA SENHORA APARECIDA",2008,15,"BOM JARDIM","RJ","Mata Atlântica","0.053008384485853","0.05192138707323099"
"0000.00.2133","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MARIE CAMILLE",2009,14,"BOM JARDIM","RJ","Mata Atlântica","0.06071275858794879","0.04421701297113519"
"0000.00.1170","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL GAIA",2002,21,"BOM JARDIM","RJ","Mata Atlântica","0.0073345503979646","0.0975952211611194"
"0000.22.4811","ÁREA DE PROTEÇÃO AMBIENTAL DAS NASCENTES DO RIO URUÇUÍ-PRETO",2017,7,"BOM JESUS","PI","Cerrado","50.98374298702877","16.50866793647552"
"0000.22.4811","ÁREA DE PROTEÇÃO AMBIENTAL DAS NASCENTES DO RIO URUÇUÍ-PRETO",2017,7,"BOM JESUS","PI","Caatinga","50.98374298702875","16.508667936475526"
"7802.31.4864","ÁREA DE PROTEÇÃO AMBIENTAL BOM JESUS",2002,21,"BOM JESUS DO GALHO","MG","Mata Atlântica","0.0103112488085152","0.1280830934701244"
"0605.33.4667","REFÚGIO DE VIDA SILVESTRE PREFEITO JORGE ASSIS DE OLIVEIRA (MATA DOS MACACOS)",2017,6,"BOM JESUS DO ITABAPOANA","RJ","Mata Atlântica","0.023846445598354596","0.0039222297870051"
"0060.33.3417","PARQUE NATURAL MUNICIPAL SABIÁ-LARANJEIRA DE ROSAL.",2002,21,"BOM JESUS DO ITABAPOANA","RJ","Mata Atlântica","0.0019796318453379","0.025789043540021796"
"0605.33.4822","MONUMENTO NATURAL MUNICIPAL DAS CACHOEIRAS E CORREDEIRAS DO RIO ITABAPOANA",2022,1,"BOM JESUS DO ITABAPOANA","RJ","Mata Atlântica","0.026249282903463296","0.0015193924818964"
"0605.33.4823","ÁREA DE PROTEÇÃO AMBIENTAL DO MORRO DO CALVÁRIO",2012,11,"BOM JESUS DO ITABAPOANA","RJ","Mata Atlântica","0.013934263656222998","0.013834411729136699"
"0605.33.4824","ÁREA DE PROTEÇÃO AMBIENTAL DA CACHOEIRA SANTA ROSA",2009,14,"BOM JESUS DO ITABAPOANA","RJ","Mata Atlântica","0.011236357338567","0.0165323180467927"
"0605.33.4825","ÁREA DE PROTEÇÃO AMBIENTAL DA CACHOEIRA DA FUMAÇA",2009,14,"BOM JESUS DO ITABAPOANA","RJ","Mata Atlântica","0.011236357338566998","0.0165323180467927"
"0000.35.1967","MONUMENTO NATURAL ESTADUAL DA PEDRA GRANDE",2010,13,"BOM JESUS DOS PERDÕES","SP","Mata Atlântica","0.2968215581241321","0.07324757635229377"
"0000.35.1965","PARQUE ESTADUAL DE ITAPETINGA",2010,13,"BOM JESUS DOS PERDÕES","SP","Mata Atlântica","0.2968215581241319","0.07324757635229381"
"0000.00.2711","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL GRANDE FLORESTA DAS ARAUCÁRIAS",2011,12,"BOM RETIRO","SC","Mata Atlântica","0.22479075677870658","0.067107591215467"
"0000.00.2091","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CURUCACA 4",2008,15,"BOM RETIRO","SC","Mata Atlântica","0.18524803323203198","0.1066503147621416"
"0000.00.3100","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CANTO DA ARAPONGA",2013,10,"BOM RETIRO","SC","Mata Atlântica","0.23405277995717289","0.057845568037000694"
"0000.00.2090","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CURUCACA 3",2009,14,"BOM RETIRO","SC","Mata Atlântica","0.1903364336694476","0.101561914324726"
"0000.00.2089","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CURUCACA 2",2009,14,"BOM RETIRO","SC","Mata Atlântica","0.19033643366944758","0.10156191432472599"
"0000.00.2088","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CURUCACA 1",2009,14,"BOM RETIRO","SC","Mata Atlântica","0.19033643366944758","0.101561914324726"
"0000.31.4765","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VIVERT RESERVA DA MATA",2020,3,"BOM SUCESSO","MG","Mata Atlântica","0.06264057974177109","0.0020180520301394"
"8107.31.4440","PARQUE NATURAL MUNICIPAL ARMIM JACINTO BORGES",2008,15,"BONFIM","MG","Mata Atlântica","0.06295631196188149","0.0539972736818517"
"0000.50.1571","MONUMENTO NATURAL DO RIO FORMOSO",2003,21,"BONITO","MS","Cerrado","1.9066401837840616","5.9357307803512835"
"0000.50.2752","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SÃO PEDRO DA BARRA",2003,21,"BONITO","MS","Cerrado","1.9066401837840616","5.9357307803512835"
"0000.50.2356","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RANCHO TUCANO",2011,13,"BONITO","MS","Cerrado","5.444302170429559","2.3980687937057867"
"0000.50.3172","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTÂNCIA MIMOSA",2013,11,"BONITO","MS","Cerrado","5.741044296411057","2.101326667724289"
"0000.31.0894","ÁREA DE PROTEÇÃO AMBIENTAL COCHÁ E GIBÃO",2004,20,"BONITO DE MINAS","MG","Cerrado","3.1753229158883833","11.840232802640374"
"0000.13.0984","RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL CANUMÃ",2005,19,"BORBA","AM","Amazônia","0","6.94212706523888"
"0000.13.1735","RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL DO MATUPIRI",2009,15,"BORBA","AM","Amazônia","5.050599083090287","1.8915279821485942"
"0000.00.3410","PARQUE NACIONAL DO ACARI",2016,8,"BORBA","AM","Amazônia","37.05537396287071","41.40179910003122"
"0000.13.1732","RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL IGAPÓ-AÇU",2009,15,"BORBA","AM","Amazônia","21.81324722191927","15.750029185109394"
"0000.13.1736","PARQUE ESTADUAL DO MATUPIRI",2009,15,"BORBA","AM","Amazônia","19.66071880343411","15.220427302332903"
"0750.35.2662","PARQUE NATURAL MUNICIPAL CACHOEIRA DA MARTA",2002,22,"BOTUCATU","SP","Mata Atlântica","0.0351203721757049","0.3488537635612455"
"0000.35.4391","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RECANTO OLHO D'ÁGUA",2022,2,"BOTUCATU","SP","Mata Atlântica","0.3805788391018579","0.0033952966350923996"
"0000.35.3888","ÁREA DE PROTEÇÃO AMBIENTAL TANQUÃ-RIO PIRACICABA",2018,6,"BOTUCATU","SP","Cerrado","1.3562630353312506","0.07638296099320521"
"0000.35.3885","AREA DE PROTEÇÃO AMBIENTAL BARREIRO RICO",2018,6,"BOTUCATU","SP","Mata Atlântica","1.2060411973267968","0.0662525835707869"
"0000.35.3885","AREA DE PROTEÇÃO AMBIENTAL BARREIRO RICO",2018,6,"BOTUCATU","SP","Cerrado","1.2060411973267962","0.06625258357078691"
"0000.35.4391","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RECANTO OLHO D'ÁGUA",2022,2,"BOTUCATU","SP","Cerrado","0.3805788391018581","0.0033952966350923996"
"0000.35.3888","ÁREA DE PROTEÇÃO AMBIENTAL TANQUÃ-RIO PIRACICABA",2018,6,"BOTUCATU","SP","Mata Atlântica","1.3562630353312508","0.07638296099320523"
"0750.35.2662","PARQUE NATURAL MUNICIPAL CACHOEIRA DA MARTA",2002,22,"BOTUCATU","SP","Cerrado","0.0351203721757049","0.34885376356124564"
"0000.31.3866","PARQUE ESTADUAL DE BOTUMIRIM",2018,6,"BOTUMIRIM","MG","Cerrado","6.078707326758156","0.5230132633757095"
