"codigo_uc","nome_uc","ano_criacao","tempo_uc","municipio","uf","bioma","desmatamento_antes","desmatamento_depois"
"0000.00.3084","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FONTE DE LUZ",2013,10,"MERUOCA","CE","Caatinga","0.07488629899551259","0.038339301656174406"
"0000.33.2904","PARQUE ESTADUAL DO MENDANHA",2013,10,"MESQUITA","RJ","Mata Atlântica","0.1393823592390623","0.0935628334793622"
"2858.33.4636","PARQUE NATURAL MUNICIPAL DE MESQUITA",2013,10,"MESQUITA","RJ","Mata Atlântica","0","0.0015169379550035"
"2858.33.4624","ÁREA DE PROTEÇÃO AMBIENTAL MESQUITA",2006,17,"MESQUITA","RJ","Mata Atlântica","0","0.0015169379550035"
"0000.33.0735","ÁREA DE PROTEÇÃO AMBIENTAL DE GERICINÓ/MENDANHA",2005,18,"MESQUITA","RJ","Mata Atlântica","0.0572896111578328","0.1756596022761641"
"0000.29.4047","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RIACHO DA SERRA",2020,3,"MIGUEL CALMON","BA","Caatinga","4.413126920487982","0.1725116233374192"
"2908.33.4973","MONUMENTO NATURAL CAPELA DOS ESCRAVOS",2011,12,"MIGUEL PEREIRA","RJ","Mata Atlântica","0.028711768739554798","0.011708398864181301"
"0000.00.4536","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SERRA DE MIGUEL PEREIRA",2021,2,"MIGUEL PEREIRA","RJ","Mata Atlântica","0.040420167603736096","0"
"0000.33.2584","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA GARGARULLO",2010,13,"MIGUEL PEREIRA","RJ","Mata Atlântica","0.0247883732943482","0.015631794309387898"
"0000.33.1512","AREA DE PROTEÇÃO AMBIENTAL DO RIO GUANDU",2007,16,"MIGUEL PEREIRA","RJ","Mata Atlântica","0.1926857635256054","0.23966485546883554"
"0000.33.2307","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO MONTE ALEGRE 1B",2011,12,"MIGUEL PEREIRA","RJ","Mata Atlântica","0.028711768739554798","0.0117083988641813"
"0000.33.2281","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL POUSO ALTO",2010,13,"MIGUEL PEREIRA","RJ","Mata Atlântica","0.0247883732943482","0.0156317943093879"
"0000.33.2279","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MONTE ALEGRE 1A",2010,13,"MIGUEL PEREIRA","RJ","Mata Atlântica","0.024788373294348198","0.0156317943093879"
"2908.33.5001","RESERVA BIOLÓGICA VALE DAS PRINCESAS",2009,14,"MIGUEL PEREIRA","RJ","Mata Atlântica","0.0208649778491416","0.0195551897545945"
"2908.33.4977","PARQUE NATURAL MUNICIPAL VEREDAS SERTÃOZINHO",2009,14,"MIGUEL PEREIRA","RJ","Mata Atlântica","0.020864977849141597","0.019555189754594502"
"2908.33.4976","PARQUE NATURAL MUNICIPAL SERRA AZUL",2020,3,"MIGUEL PEREIRA","RJ","Mata Atlântica","0.039995941827640005","0.0004242257760961"
"2908.33.4969","PARQUE NATURAL MUNICIPAL ROCHA NEGRA",2010,13,"MIGUEL PEREIRA","RJ","Mata Atlântica","0.024788373294348204","0.015631794309387898"
"1305.52.4049","PARQUE NATURAL MUNICIPAL DO CÓRREGO MIMOSO",2019,5,"MIMOSO DE GOIÁS","GO","Cerrado","1.6807749178885407","0.2203502490025065"
"0000.32.2319","MONUMENTO NATURAL ESTADUAL SERRA DAS TORRES",2010,13,"MIMOSO DO SUL","ES","Mata Atlântica","0.1531138846877626","0.034550812966689895"
"0000.00.4501","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PONTÕES BERGEZEL",2022,1,"MIMOSO DO SUL","ES","Mata Atlântica","0.11847057806375558","0.0039621934391915"
"1308.52.3849","ÁREA DE PROTEÇÃO AMBIENTAL MINAÇU",2018,6,"MINAÇU","GO","Cerrado","4.477803056628058","1.280386684983282"
"0000.00.2668","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NASCENTES DO RIO  ARAGUAIA",2012,12,"MINEIROS","GO","Cerrado","6.867962321019073","2.784711817588285"
"0000.33.3909","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BUGIOS DA BOA ESPERANÇA",2018,5,"MIRACEMA","RJ","Mata Atlântica","0.022280930877113105","0.001636361467573"
"0300.33.1944","AREA DE PROTEÇÃO AMBIENTAL MIRACEMA",2010,13,"MIRACEMA","RJ","Mata Atlântica","0.013421698538542602","0.010495593806143502"
"0000.33.4095","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BUGIOS DA BOA ESPERANÇA II",2019,4,"MIRACEMA","RJ","Mata Atlântica","0.022914387874326203","0.0010029044703599001"
"0300.33.1945","REFUGIO DE VIDA SILVESTRE DA VENTANIA",2010,13,"MIRACEMA","RJ","Mata Atlântica","0.013421698538542602","0.0104955938061435"
"0000.00.2102","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTÂNCIA CAIMAN",2004,20,"MIRANDA","MS","Pantanal","2.4826748196550184","4.072345026370465"
"0000.00.2102","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTÂNCIA CAIMAN",2004,20,"MIRANDA","MS","Cerrado","2.4826748196550192","4.072345026370466"
"0000.35.3740","FLORESTA ESTADUAL DO NOROESTE PAULISTA",2018,5,"MIRASSOL","SP","Mata Atlântica","0.040342736968130614","0.0058416156509864"
"0000.31.2610","MONUMENTO NATURAL ESTADUAL SERRA DA MOEDA",2010,13,"MOEDA","MG","Mata Atlântica","0.1868060915298825","0.3107290939441949"
"0000.35.2019","RPPN MAHAYANA",2008,15,"MOGI DAS CRUZES","SP","Mata Atlântica","0.15112329037402178","0.0536324231676349"
"0000.35.3387","RPPN BOTUJURU-SERRA DO ITAPETY",2014,9,"MOGI DAS CRUZES","SP","Mata Atlântica","0.1758388090175693","0.028916904524087395"
"0000.35.3887","ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO ITAPETI",2018,5,"MOGI DAS CRUZES","SP","Mata Atlântica","0.37754493722193205","0.0303976955056939"
"0000.35.3420","RPPN RESERVA HINAYANA",2014,9,"MOGI DAS CRUZES","SP","Mata Atlântica","0.17583880901756932","0.028916904524087402"
"0000.00.1051","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PARQUE FLORESTAL SÃO MARCELO",2002,22,"MOGI MIRIM","SP","Mata Atlântica","0.0083114872943858","0.08747153301302042"
"0000.00.1051","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PARQUE FLORESTAL SÃO MARCELO",2002,22,"MOGI MIRIM","SP","Cerrado","0.0083114872943858","0.08747153301302041"
"0000.35.1723","APA MARINHA DO LITORAL CENTRO",2008,15,"MONGAGUÁ","SP","Área Marinha","0.13934660311572397","0.1130581206175196"
"0000.35.1723","APA MARINHA DO LITORAL CENTRO",2008,15,"MONGAGUÁ","SP","Mata Atlântica","0.13934660311572394","0.11305812061751958"
"0000.15.1038","FLORESTA ESTADUAL DO PARU",2006,18,"MONTE ALEGRE","PA","Amazônia","0","102.91132707083814"
"0000.15.1037","FLORESTA ESTADUAL DO TROMBETAS",2006,18,"MONTE ALEGRE","PA","Amazônia","0","102.91132707083811"
"0000.15.1034","ESTAÇÃO ECOLÓGICA DO GRÃO PARÁ",2006,18,"MONTE ALEGRE","PA","Amazônia","0","99.40283775918498"
"0000.15.1033","RESERVA BIOLÓGICA DE MAICURU",2006,18,"MONTE ALEGRE","PA","Amazônia","0","54.45951355274317"
"0000.31.3918","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CAMBRAIA",2014,10,"MONTE ALEGRE DE MINAS","MG","Cerrado","1.280487000049252","0.0978785519260485"
"0000.31.3918","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CAMBRAIA",2014,10,"MONTE ALEGRE DE MINAS","MG","Mata Atlântica","1.280487000049252","0.09787855192604851"
"0000.22.4811","ÁREA DE PROTEÇÃO AMBIENTAL DAS NASCENTES DO RIO URUÇUÍ-PRETO",2017,7,"MONTE ALEGRE DO PIAUÍ","PI","Cerrado","50.98374298702877","16.50866793647552"
"0000.35.4848","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NARDINI SEMPRE VERDE",2024,-1,"MONTE ALTO","SP","Mata Atlântica","0.027924278098659504","0"
"0000.35.4400","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL TRILHAS DO CERRADO",2022,1,"MONTE ALTO","SP","Mata Atlântica","0.027924278098659498","0"
"0000.31.1776","PARQUE ESTADUAL CAMINHO DOS GERAIS",2007,17,"MONTE AZUL","MG","Cerrado","2.2957259674995885","2.022120568842929"
"0000.31.1776","PARQUE ESTADUAL CAMINHO DOS GERAIS",2007,17,"MONTE AZUL","MG","Caatinga","2.295725967499589","2.022120568842928"
"0000.31.0938","PARQUE ESTADUAL DA LAPA GRANDE PAULINHO RIBEIRO",2006,18,"MONTES CLAROS","MG","Cerrado","5.592245645197074","2.8508824093405467"
"0000.31.0938","PARQUE ESTADUAL DA LAPA GRANDE PAULINHO RIBEIRO",2006,18,"MONTES CLAROS","MG","Caatinga","5.592245645197074","2.8508824093405476"
"0000.00.4499","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA JAGUATIRICA",2021,3,"MONTEZUMA","MG","Cerrado","1.4897095763701866","0.1077079209593098"
"0000.00.4499","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA JAGUATIRICA",2021,3,"MONTEZUMA","MG","Caatinga","1.489709576370187","0.10770792095930981"
"0000.00.3135","RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL NASCENTES GERAIZEIRAS",2014,10,"MONTEZUMA","MG","Caatinga","4.624965257028589","1.3812348568356434"
"0000.00.3135","RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL NASCENTES GERAIZEIRAS",2014,10,"MONTEZUMA","MG","Cerrado","4.624965257028588","1.381234856835643"
"0000.31.1775","PARQUE ESTADUAL DE MONTEZUMA",2007,17,"MONTEZUMA","MG","Caatinga","0.8076612430416877","0.789756254287809"
"0000.31.1775","PARQUE ESTADUAL DE MONTEZUMA",2007,17,"MONTEZUMA","MG","Cerrado","0.8076612430416877","0.789756254287809"
"0000.00.3085","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SAMUEL NOBRE",2014,9,"MORADA NOVA","CE","Caatinga","2.747093056513823","0.7711381984740819"
"0000.00.2152","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PERNA DO PIRATA",2010,13,"MORRETES","PR","Mata Atlântica","0.07018700533117579","0.023842380651159796"
"0000.00.2702","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL GRACIOSA",2011,12,"MORRETES","PR","Mata Atlântica","0.07335813547534581","0.0206712505069898"
"0000.00.1189","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO DO BANANAL",2002,21,"MORRETES","PR","Mata Atlântica","0.0076590661109479","0.08637031987138771"
"0000.00.3137","PARQUE NACIONAL GUARICANA",2014,9,"MORRETES","PR","Mata Atlântica","0.2993752129716973","0.13714132095355142"
"0000.00.3655","ÁREA DE PROTEÇÃO AMBIENTAL DO BOQUEIRÃO DA ONÇA",2018,5,"MORRO DO CHAPÉU","BA","Caatinga","13.794774750509179","2.2395925664177496"
"0000.29.2026","PARQUE ESTADUAL DA SERRA DOS MONTES ALTOS",2010,13,"MORRO DO CHAPÉU","BA","Caatinga","2.7083267402460143","1.5530602534355624"
"0000.29.4410","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL EDGARD NAVARRO SAMPAIO",2022,1,"MORRO DO CHAPÉU","BA","Caatinga","4.062287072268156","0.19909992141342048"
"0000.29.4409","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL LAGOA DA VELHA",2022,1,"MORRO DO CHAPÉU","BA","Caatinga","4.062287072268156","0.19909992141342048"
"0000.29.4408","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL EDNA MARIA TOURINHO SAMPAIO NAVARRO",2022,1,"MORRO DO CHAPÉU","BA","Caatinga","4.062287072268157","0.19909992141342048"
"0000.00.3088","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL AVES GERAIS",2012,12,"MORRO DO PILAR","MG","Cerrado","0.6236726738923088","0.2276565931068984"
"0000.00.3088","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL AVES GERAIS",2012,12,"MORRO DO PILAR","MG","Mata Atlântica","0.6236726738923091","0.2276565931068984"
"0000.52.1745","PARQUE ESTADUAL DA SERRA DOURADA",2003,21,"MOSSÂMEDES","GO","Cerrado","3.049179160194895","6.486346769993774"
"0000.00.2633","PARQUE NACIONAL DA FURNA FEIA",2012,11,"MOSSORÓ","RN","Caatinga","3.5288753726133466","1.59805065799427"
"0000.00.1421","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ADÍLIA PARAGUASSU BATISTA",2002,21,"MUCUGÊ","BA","Caatinga","0.2296600224875554","4.308777447895215"
"1906.29.4810","PARQUE MUNICIPAL DE MUCUGÊ",2023,0,"MUCUGÊ","BA","Caatinga","4.393621378822473","0.1448160915602975"
"0000.29.4665","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DO VALDEMAR E DA VITÓRIA",2023,0,"MUCURI","BA","Mata Atlântica","0.34619763850307594","0.0018519242043206"
"0000.29.4674","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DO BOQUEIRÃO DA MATA",2023,0,"MUCURI","BA","Mata Atlântica","0.3461976385030759","0.0018519242043206"
"0000.00.2661","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BELO MONTE",2011,12,"MULUNGU","CE","Caatinga","0.08225012191666961","0.04012213982788371"
"1405.52.4227","ÁREA DE PROTEÇÃO AMBIENTAL RIO PALMEIRAL",2015,9,"MUNDO NOVO","GO","Cerrado","2.811976991930394","0.23896887268568393"
"0770.50.4328","ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO IGUATEMI DO MUNICÍPIO DE MUNDO NOVO",2003,20,"MUNDO NOVO","MS","Mata Atlântica","0.0048694895157202","0.12531548616495597"
"3700.32.4554","PARQUE NATURAL MUNICIPAL FAZENDA SANTA MARIA",2022,1,"MUNIZ FREIRE","ES","Mata Atlântica","0.3373825126395908","0.0041951471500343"
"0000.32.2362","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL REMY LUIZ ALVES",2011,12,"MUNIZ FREIRE","ES","Mata Atlântica","0.28171715361717536","0.059860506172449694"
"0000.32.2319","MONUMENTO NATURAL ESTADUAL SERRA DAS TORRES",2010,13,"MUQUI","ES","Mata Atlântica","0.1531138846877626","0.03455081296668989"
"0000.27.4374","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL REMY FERREIRA BARROS",2021,2,"MURICI","AL","Mata Atlântica","1.9948743471996597","0.0102572835413641"
"0000.27.1611","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VILA D'ÁGUA",2007,16,"MURICI","AL","Mata Atlântica","0.560907090892022","0.4065248678619562"
"0000.35.2317","RPPN MOSQUITO",2008,16,"NARANDIBA","SP","Mata Atlântica","0.003616115917110433","0.0032830823987259326"
"0000.35.2317","RPPN MOSQUITO",2008,16,"NARANDIBA","SP","Cerrado","0.0036161159171104328","0.003283082398725933"
"0810.24.1851","PARQUE NATURAL MUNICIPAL DA CIDADE DO NATAL DOM NIVALDO MONTE",2006,17,"NATAL","RN","Mata Atlântica","0.0761056464735873","0.0604812783293684"
"0000.00.3644","MONUMENTO NATURAL DO ARQUIPÉLAGO DE SÃO PEDRO E SÃO PAULO",2018,5,"NATAL","RN","Mata Atlântica","0.13455871985569606","0.0020282049472596002"
"0000.00.3644","MONUMENTO NATURAL DO ARQUIPÉLAGO DE SÃO PEDRO E SÃO PAULO",2018,5,"NATAL","RN","Caatinga","0.1345587198556961","0.0020282049472596"
"0810.24.1851","PARQUE NATURAL MUNICIPAL DA CIDADE DO NATAL DOM NIVALDO MONTE",2006,17,"NATAL","RN","Área Marinha","0.07610564647358727","0.0604812783293684"
"0000.00.3644","MONUMENTO NATURAL DO ARQUIPÉLAGO DE SÃO PEDRO E SÃO PAULO",2018,5,"NATAL","RN","Área Marinha","0.13455871985569604","0.0020282049472596"
"0000.00.3643","ÁREA DE PROTEÇÃO AMBIENTAL DO ARQUIPÉLAGO DE SÃO PEDRO E SÃO PAULO",2018,5,"NATAL","RN","Mata Atlântica","0.1345587198556961","0.0020282049472596"
"0000.00.3643","ÁREA DE PROTEÇÃO AMBIENTAL DO ARQUIPÉLAGO DE SÃO PEDRO E SÃO PAULO",2018,5,"NATAL","RN","Caatinga","0.13455871985569606","0.0020282049472596"
"0000.00.3643","ÁREA DE PROTEÇÃO AMBIENTAL DO ARQUIPÉLAGO DE SÃO PEDRO E SÃO PAULO",2018,5,"NATAL","RN","Área Marinha","0.13455871985569606","0.0020282049472596"
"0810.24.1851","PARQUE NATURAL MUNICIPAL DA CIDADE DO NATAL DOM NIVALDO MONTE",2006,17,"NATAL","RN","Caatinga","0.0761056464735873","0.0604812783293684"
"3104.33.4585","ÁREA DE PROTEÇÃO AMBIENTAL DO TRIUNFO",2015,8,"NATIVIDADE","RJ","Mata Atlântica","0.031199481313576503","0.002043092518895746"
"0310.33.2943","MONUMENTO NATURAL DA ÁGUA SANTA",2013,10,"NATIVIDADE","RJ","Mata Atlântica","0.025804493269338598","0.007438080563133645"
"0000.00.2177","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA FLORESTAL ENGENHEIRO JOÃO FURTADO DE MENDONÇA",2008,15,"NATIVIDADE","RJ","Mata Atlântica","0.0132344914383558","0.020008082394116444"
"3104.33.4589","MONUMENTO NATURAL DA SERRA DA VENTANIA E BANDEIRA",2015,8,"NATIVIDADE","RJ","Mata Atlântica","0.031199481313576506","0.002043092518895746"
"3104.33.4418","REFÚGIO DE VIDA SILVESTRE BELA VISTA -PARAÍSO",2013,10,"NATIVIDADE","RJ","Mata Atlântica","0.025804493269338605","0.007438080563133645"
"1130.42.2359","PARQUE NATURAL MUNICIPAL DE NAVEGANTES",2011,12,"NAVEGANTES","SC","Mata Atlântica","0.0373713594946532","0.006315498556878899"
"0000.50.2590","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SANTA CECÍLIA",2011,12,"NAVIRAÍ","MS","Mata Atlântica","0.16956245136208342","0.19463583834111942"
"0570.50.3619","PARQUE NATURAL MUNICIPAL DE NAVIRAÍ",2009,14,"NAVIRAÍ","MS","Mata Atlântica","0.16145407270289738","0.20274421700030543"
"0000.22.4827","ÁREA DE PROTEÇÃO AMBIENTAL DA LAGOA DE NAZARÉ",2019,5,"NAZARÉ DO PIAUÍ","PI","Cerrado","0.9915908347672007","0.8077163590844034"
"0000.22.4827","ÁREA DE PROTEÇÃO AMBIENTAL DA LAGOA DE NAZARÉ",2019,5,"NAZARÉ DO PIAUÍ","PI","Caatinga","0.9915908347672009","0.8077163590844034"
"0000.35.1965","PARQUE ESTADUAL DE ITAPETINGA",2010,13,"NAZARÉ PAULISTA","SP","Mata Atlântica","0.2968215581241319","0.07324757635229381"
"0000.35.4324","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL JACARANDÁS",2021,2,"NAZARÉ PAULISTA","SP","Mata Atlântica","0.16330340517226982","0.004816891787429899"
"0000.35.1967","MONUMENTO NATURAL ESTADUAL DA PEDRA GRANDE",2010,13,"NAZARÉ PAULISTA","SP","Mata Atlântica","0.29682155812413197","0.0732475763522938"
"0000.35.1966","PARQUE ESTADUAL DE ITABERABA",2010,13,"NAZARÉ PAULISTA","SP","Mata Atlântica","0.3974589617514032","0.1076006781987866"
"0000.00.3657","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SITIO CAETE",2017,6,"NAZARÉ PAULISTA","SP","Mata Atlântica","0.1543540308799979","0.013766266079701802"
"4450.31.3850","PARQUE NATURAL MUNICIPAL VOÇOROCA DO CÓRREGO DO CRAVO",2010,13,"NAZARENO","MG","Mata Atlântica","0.0252632925605964","0.0107457561361986"
"0000.52.0353","ÁREA DE PROTEÇÃO AMBIENTAL JOÃO LEITE",2002,22,"NERÓPOLIS","GO","Cerrado","0.219124522999972","1.6544752249528156"
"0000.52.3030","PARQUE ESTADUAL DO JOÃO LEITE",2014,10,"NERÓPOLIS","GO","Cerrado","0.7990716189598331","0.0404789286681989"
"0000.00.4504","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL JATAIPEBA",2014,9,"NILO PEÇANHA","BA","Mata Atlântica","0.11943486176570409","0.0648166970981379"
"0000.29.0301","ÁREA DE PROTEÇÃO AMBIENTAL CAMINHOS ECOLÓGICOS DA BOA ESPERANÇA",2003,20,"NILO PEÇANHA","BA","Mata Atlântica","0.12499295407320678","2.2828271941451206"
"0000.33.0735","ÁREA DE PROTEÇÃO AMBIENTAL DE GERICINÓ/MENDANHA",2005,18,"NILÓPOLIS","RJ","Mata Atlântica","0.0572896111578328","0.1756596022761641"
"0330.33.3156","PARQUE NATURAL MUNICIPAL DE NITERÓI",2014,9,"NITERÓI","RJ","Mata Atlântica","0.007415440724633001","0.01041722853510368"
"0330.33.4348","PARQUE NATURAL MUNICIPAL FLORESTA DO BALDEADOR",2021,2,"NITERÓI","RJ","Mata Atlântica","0.017828467580981097","4.201678755581e-06"
"3302.33.4978","MONUMENTO NATURAL DE ICARAHY",2024,-1,"NITERÓI","RJ","Mata Atlântica","0.01783266925973668","0"
"0330.33.4348","PARQUE NATURAL MUNICIPAL FLORESTA DO BALDEADOR",2021,2,"NITERÓI","RJ","Área Marinha","0.017828467580981094","4.201678755581e-06"
"3302.33.4968","PARQUE NATURAL MUNICIPAL MORRO DO MORCEGO DORA HEES DE NEGREIROS",2024,-1,"NITERÓI","RJ","Área Marinha","0.017832669259736682","0"
"0330.33.3169","ÁREA DE PROTEÇÃO AMBIENTAL DOS MORROS DA GUANABARA",2014,9,"NITERÓI","RJ","Área Marinha","0.007415440724633001","0.01041722853510368"
"0000.33.2981","RESERVA EXTRATIVISTA MARINHA DE ITAIPU",2013,10,"NITERÓI","RJ","Mata Atlântica","0.0066716289192516","0.011161040340485078"
"0330.33.3169","ÁREA DE PROTEÇÃO AMBIENTAL DOS MORROS DA GUANABARA",2014,9,"NITERÓI","RJ","Mata Atlântica","0.007415440724633","0.01041722853510368"
"3302.33.4968","PARQUE NATURAL MUNICIPAL MORRO DO MORCEGO DORA HEES DE NEGREIROS",2024,-1,"NITERÓI","RJ","Mata Atlântica","0.01783266925973668","0"
"0000.33.2981","RESERVA EXTRATIVISTA MARINHA DE ITAIPU",2013,10,"NITERÓI","RJ","Área Marinha","0.0066716289192516","0.01116104034048508"
"0330.33.3968","PARQUE NATURAL MUNICIPAL DA ÁGUA ESCONDIDA",2008,15,"NITERÓI","RJ","Mata Atlântica","0.0034988041080526","0.014333865151684083"
"3302.33.4978","MONUMENTO NATURAL DE ICARAHY",2024,-1,"NITERÓI","RJ","Área Marinha","0.01783266925973668","0"
"0330.33.3965","ÁREA DE PROTEÇÃO AMBIENTAL  DA FORTALEZA DE SANTA CRUZ E DOS FORTES DO PICO E DO RIO BRANCO",2002,21,"NITERÓI","RJ","Área Marinha","0.0006970935294318","0.017135575730304883"
"0330.33.3965","ÁREA DE PROTEÇÃO AMBIENTAL  DA FORTALEZA DE SANTA CRUZ E DOS FORTES DO PICO E DO RIO BRANCO",2002,21,"NITERÓI","RJ","Mata Atlântica","0.0006970935294318","0.01713557573030488"
"0330.33.3968","PARQUE NATURAL MUNICIPAL DA ÁGUA ESCONDIDA",2008,15,"NITERÓI","RJ","Área Marinha","0.0034988041080526","0.01433386515168408"
"0330.33.3156","PARQUE NATURAL MUNICIPAL DE NITERÓI",2014,9,"NITERÓI","RJ","Área Marinha","0.007415440724633","0.01041722853510368"
"3302.33.4967","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CLÁUDIA ALMEIDA",2024,-1,"NITERÓI","RJ","Área Marinha","0.017832669259736676","0"
"3302.33.4967","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CLÁUDIA ALMEIDA",2024,-1,"NITERÓI","RJ","Mata Atlântica","0.01783266925973668","0"
"0000.51.0454","PARQUE ESTADUAL ÁGUAS DO CUIABÁ",2002,22,"NOBRES","MT","Cerrado","1.7998438362070681","21.15192922078092"
"0000.00.0269","FLORESTA NACIONAL DO IBURA",2005,18,"NOSSA SENHORA DO SOCORRO","SE","Mata Atlântica","0.545347815375002","0.6853342007647086"
"0000.50.2759","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DOURADINHO",2003,21,"NOVA ANDRADINA","MS","Cerrado","0.8907613160725281","2.5344714076371493"
"0000.50.2759","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DOURADINHO",2003,21,"NOVA ANDRADINA","MS","Mata Atlântica","0.8907613160725281","2.5344714076371493"
"0000.50.2758","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA LARANJAL",2004,20,"NOVA ANDRADINA","MS","Mata Atlântica","1.417117981673468","2.0081147420362093"
"0000.50.2758","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA LARANJAL",2004,20,"NOVA ANDRADINA","MS","Cerrado","1.417117981673468","2.0081147420362093"
"1480.52.3787","AREA DE PROTECAO AMBIENTAL DA BACIA DO CORREGO CAPAO GRANDE",2018,6,"NOVA AURORA","GO","Cerrado","0.6594169550300525","0.0135616387438953"
"0000.00.0281","PARQUE NACIONAL DO JURUENA",2006,18,"NOVA BANDEIRANTES","MT","Amazônia","0","153.54355108143488"
"0000.00.4546","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FERLAG RESINAS BRASIL",2022,2,"NOVA CAMPINA","SP","Mata Atlântica","0.154454503895463","0.0013898904406694"
"0000.00.4546","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FERLAG RESINAS BRASIL",2022,2,"NOVA CAMPINA","SP","Cerrado","0.15445450389546309","0.0013898904406694"
"0000.00.1226","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA ECOLÓGICA LOURDES FÉLIX SOARES",2002,22,"NOVA CANAÃ DO NORTE","MT","Amazônia","0","31.05822123676335"
"0000.00.1227","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA ECOLÓGICA JOSÉ GIMENES SOARES",2002,22,"NOVA CANAÃ DO NORTE","MT","Amazônia","0","31.058221236763355"
"0000.33.3518","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DA ÁGUA BOA",2012,11,"NOVA FRIBURGO","RJ","Mata Atlântica","0.1318536678831589","0.037044486788839696"
"0000.00.1165","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO AZUL",2004,19,"NOVA FRIBURGO","RJ","Mata Atlântica","0.0401674874619327","0.12873066721006593"
"0000.00.1163","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FATTORIA GRIGIA",2002,21,"NOVA FRIBURGO","RJ","Mata Atlântica","0.0133891624873109","0.1555089921846877"
"3401.33.4666","MONUMENTO NATURAL MUNICIPAL PEDRA DO CÃO SENTADO",2020,3,"NOVA FRIBURGO","RJ","Mata Atlântica","0.1634373934857679","0.0054607611862307"
"0000.00.2125","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL JARDIM DAS DELÍCIAS",2009,14,"NOVA FRIBURGO","RJ","Mata Atlântica","0.1032759023072444","0.0656222523647542"
"0000.33.1485","PARQUE ESTADUAL DOS TRÊS PICOS",2002,21,"NOVA FRIBURGO","RJ","Mata Atlântica","0.0352869621773028","0.5078822530925902"
"0000.33.2268","RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CÓRREGO FRIO",2008,15,"NOVA FRIBURGO","RJ","Mata Atlântica","0.0925675394308145","0.07633061524118412"
