year;areakm;municipality;geocode_ibge;state
2012;22,332998164712105;Porto Murtinho;5006903;Mato Grosso do Sul
2013;22,332998164712105;Porto Murtinho;5006903;Mato Grosso do Sul
2014;7,706110692758233;Porto Murtinho;5006903;Mato Grosso do Sul
2015;41,97900786918177;Porto Murtinho;5006903;Mato Grosso do Sul
2016;41,97900786918177;Porto Murtinho;5006903;Mato Grosso do Sul
2017;36,55928731164573;Porto Murtinho;5006903;Mato Grosso do Sul
2018;19,470350324530152;Porto Murtinho;5006903;Mato Grosso do Sul
2019;41,72143552110377;Porto Murtinho;5006903;Mato Grosso do Sul
2020;26,511990800438443;Porto Murtinho;5006903;Mato Grosso do Sul
2021;39,214018962763745;Porto Murtinho;5006903;Mato Grosso do Sul
2022;77,173935576497;Porto Murtinho;5006903;Mato Grosso do Sul
2023;51,96155903023254;Porto Murtinho;5006903;Mato Grosso do Sul
2000;1627,0432529174623;Rio Verde de Mato Grosso;5007406;Mato Grosso do Sul
2001;111,29414668316907;Rio Verde de Mato Grosso;5007406;Mato Grosso do Sul
2002;111,29414668316907;Rio Verde de Mato Grosso;5007406;Mato Grosso do Sul
2003;111,29414668316907;Rio Verde de Mato Grosso;5007406;Mato Grosso do Sul
2004;111,29414668316907;Rio Verde de Mato Grosso;5007406;Mato Grosso do Sul
2005;62,82722849644648;Rio Verde de Mato Grosso;5007406;Mato Grosso do Sul
2006;62,82722849644648;Rio Verde de Mato Grosso;5007406;Mato Grosso do Sul
2007;40,8739480019955;Rio Verde de Mato Grosso;5007406;Mato Grosso do Sul
2008;40,8739480019955;Rio Verde de Mato Grosso;5007406;Mato Grosso do Sul
2009;46,28518223415607;Rio Verde de Mato Grosso;5007406;Mato Grosso do Sul
2010;46,28518223415607;Rio Verde de Mato Grosso;5007406;Mato Grosso do Sul
2011;19,134932557288337;Rio Verde de Mato Grosso;5007406;Mato Grosso do Sul
2012;49,46662682007024;Rio Verde de Mato Grosso;5007406;Mato Grosso do Sul
2013;49,46662682007024;Rio Verde de Mato Grosso;5007406;Mato Grosso do Sul
2014;32,96367464237392;Rio Verde de Mato Grosso;5007406;Mato Grosso do Sul
2015;35,25351334837905;Rio Verde de Mato Grosso;5007406;Mato Grosso do Sul
2016;35,25351334837905;Rio Verde de Mato Grosso;5007406;Mato Grosso do Sul
2017;54,27534325330754;Rio Verde de Mato Grosso;5007406;Mato Grosso do Sul
2018;48,32475161343657;Rio Verde de Mato Grosso;5007406;Mato Grosso do Sul
2019;41,78985977256461;Rio Verde de Mato Grosso;5007406;Mato Grosso do Sul
2020;73,14200319211773;Rio Verde de Mato Grosso;5007406;Mato Grosso do Sul
2021;45,32430358513383;Rio Verde de Mato Grosso;5007406;Mato Grosso do Sul
2022;31,61994965037419;Rio Verde de Mato Grosso;5007406;Mato Grosso do Sul
2023;42,22210530204005;Rio Verde de Mato Grosso;5007406;Mato Grosso do Sul
2000;245,09230771633005;Sonora;5007935;Mato Grosso do Sul
2001;42,1027528395573;Sonora;5007935;Mato Grosso do Sul
2002;42,1027528395573;Sonora;5007935;Mato Grosso do Sul
2003;42,1027528395573;Sonora;5007935;Mato Grosso do Sul
2004;42,1027528395573;Sonora;5007935;Mato Grosso do Sul
2005;14,597414422471848;Sonora;5007935;Mato Grosso do Sul
2006;14,597414422471848;Sonora;5007935;Mato Grosso do Sul
2007;7,90490931279645;Sonora;5007935;Mato Grosso do Sul
2008;7,90490931279645;Sonora;5007935;Mato Grosso do Sul
2009;2,9962814850015826;Sonora;5007935;Mato Grosso do Sul
2010;2,9962814850015826;Sonora;5007935;Mato Grosso do Sul
2011;0;Sonora;5007935;Mato Grosso do Sul
2012;3,9298834495259234;Sonora;5007935;Mato Grosso do Sul
2013;3,9298834495259234;Sonora;5007935;Mato Grosso do Sul
2014;1,4226368335435167;Sonora;5007935;Mato Grosso do Sul
2015;17,549361549125077;Sonora;5007935;Mato Grosso do Sul
2016;17,549361549125077;Sonora;5007935;Mato Grosso do Sul
2017;0,5486390575982794;Sonora;5007935;Mato Grosso do Sul
2018;0,5863783862607728;Sonora;5007935;Mato Grosso do Sul
2019;2,3036179310945224;Sonora;5007935;Mato Grosso do Sul
2020;6,530607190010515;Sonora;5007935;Mato Grosso do Sul
2021;14,911490173672485;Sonora;5007935;Mato Grosso do Sul
2022;9,012102000978272;Sonora;5007935;Mato Grosso do Sul
2023;1,202226547864596;Sonora;5007935;Mato Grosso do Sul
