codigo_uc;bioma;area
0000.23.4294;Caatinga;9.0
0000.23.4640;Caatinga;527.0
0000.23.4640;Área Marinha;12704.0
0000.23.4865;Caatinga;41.0
0000.23.4866;Caatinga;1639.5
0000.23.4867;Caatinga;314.5
0000.23.4868;Caatinga;1376.0
0000.23.4869;Caatinga;73.0
0000.23.4870;Caatinga;228.0
0000.23.4872;Caatinga;3.0
0000.23.4873;Caatinga;15.0
0000.23.4874;Caatinga;7.0
0000.24.1468;Caatinga;4725.5
0000.24.1468;Área Marinha;1737.5
0000.24.1469;Mata Atlântica;130.0
0000.24.1469;Área Marinha;45281.666666666664
0000.24.1470;Mata Atlântica;926.0
0000.24.1470;Área Marinha;10.5
0000.24.1471;Caatinga;2343.0
0000.24.1471;Mata Atlântica;4735.166666666667
0000.24.1471;Área Marinha;0.3333333333333333
0000.24.1472;Caatinga;5051.0
0000.24.1472;Mata Atlântica;8731.0
0000.24.1473;Mata Atlântica;291.0
0000.24.1475;Mata Atlântica;1135.0
0000.24.4031;Caatinga;7056.0
0000.24.4031;Área Marinha;1236.0
0000.24.4598;Caatinga;3540.0
0000.24.4947;Mata Atlântica;13.0
0000.25.0483;Caatinga;258.0
0000.25.0484;Mata Atlântica;260.0
0000.25.0485;Caatinga;31907.0
0000.25.0488;Mata Atlântica;179.0
0000.25.0490;Mata Atlântica;1090.0
0000.25.0901;Mata Atlântica;607.0
0000.25.0902;Mata Atlântica;6186.666666666667
0000.25.0904;Caatinga;39.0
0000.25.2309;Mata Atlântica;3056.5
0000.25.2330;Mata Atlântica;68.0
0000.25.2331;Mata Atlântica;82.0
0000.25.2336;Mata Atlântica;426.0
0000.25.2337;Mata Atlântica;420.0
0000.25.3124;Mata Atlântica;513.0
0000.25.3802;Mata Atlântica;575.0
0000.25.3802;Área Marinha;3.0
0000.25.3846;Mata Atlântica;1.5
0000.25.3846;Área Marinha;21130.0
0000.26.0964;Mata Atlântica;151.0
0000.26.0966;Mata Atlântica;1116.0
0000.26.0967;Mata Atlântica;7902.5
0000.26.0967;Área Marinha;3078.0
0000.26.0969;Caatinga;110.0
0000.26.0974;Mata Atlântica;18.0
0000.26.0975;Mata Atlântica;3294.5
0000.26.1928;Mata Atlântica;3957.75
0000.26.1929;Mata Atlântica;8325.0
0000.26.1929;Área Marinha;4591.666666666667
0000.26.2239;Mata Atlântica;48.0
0000.26.2240;Mata Atlântica;178.0
0000.26.2241;Mata Atlântica;60.0
0000.26.2242;Mata Atlântica;107.0
0000.26.2243;Mata Atlântica;33.0
0000.26.2244;Mata Atlântica;53.0
0000.26.2247;Mata Atlântica;284.0
0000.26.2248;Mata Atlântica;227.0
0000.26.2249;Mata Atlântica;131.0
0000.26.2250;Mata Atlântica;532.0
0000.26.2251;Mata Atlântica;493.0
0000.26.2252;Mata Atlântica;178.0
0000.26.2253;Mata Atlântica;449.3333333333333
0000.26.2254;Mata Atlântica;290.0
0000.26.2255;Mata Atlântica;164.0
0000.26.2256;Mata Atlântica;63.0
0000.26.2257;Mata Atlântica;96.0
0000.26.2560;Mata Atlântica;36.0
0000.26.3239;Mata Atlântica;314.0
0000.26.3268;Caatinga;873.0
0000.26.3283;Mata Atlântica;289.0
0000.26.3303;Mata Atlântica;101.0
0000.26.3304;Mata Atlântica;66.0
0000.26.3307;Mata Atlântica;328.0
0000.26.3308;Mata Atlântica;138.0
0000.26.3309;Mata Atlântica;19.0
0000.26.3311;Caatinga;86.0
0000.26.3312;Caatinga;7601.0
0000.26.3313;Caatinga;459.0
0000.26.3314;Mata Atlântica;1233.0
0000.26.3315;Caatinga;1597.0
0000.26.3316;Mata Atlântica;1466.0
0000.26.3317;Mata Atlântica;645.0
0000.26.3318;Caatinga;36716.0
0000.26.3319;Mata Atlântica;1549.3333333333333
0000.26.3320;Caatinga;4820.0
0000.26.3322;Mata Atlântica;47.0
0000.26.3328;Mata Atlântica;259.0
0000.26.3329;Mata Atlântica;334.0
0000.26.3330;Mata Atlântica;177.0
0000.26.3331;Mata Atlântica;12.0
0000.26.3395;Mata Atlântica;82.0
0000.26.3744;Mata Atlântica;768.0
0000.26.3751;Mata Atlântica;13.0
0000.26.3751;Área Marinha;84006.0
0000.26.3785;Caatinga;55.0
0000.26.3786;Caatinga;37.5
0000.26.3944;Caatinga;155.0
0000.26.4016;Caatinga;10852.5
0000.26.4191;Caatinga;444.0
0000.26.4192;Caatinga;3463.5
0000.26.4193;Caatinga;18445.75
0000.26.4889;Mata Atlântica;356.5
0000.27.0887;Mata Atlântica;3448.6666666666665
0000.27.0920;Mata Atlântica;742.4
0000.27.0921;Mata Atlântica;6178.333333333333
0000.27.0922;Mata Atlântica;4581.0
0000.27.0923;Mata Atlântica;12900.0
0000.27.1607;Mata Atlântica;19.0
0000.27.1608;Mata Atlântica;1.0
0000.27.1610;Mata Atlântica;23.0
0000.27.1611;Mata Atlântica;46.0
0000.27.2576;Caatinga;1088.0
0000.27.2676;Mata Atlântica;125.0
0000.27.2678;Caatinga;22.0
0000.27.2682;Mata Atlântica;146.0
0000.27.2683;Mata Atlântica;18.0
0000.27.2684;Mata Atlântica;34.0
0000.27.2690;Caatinga;44.0
0000.27.2691;Caatinga;27.0
0000.27.3462;Caatinga;34.0
0000.27.3579;Mata Atlântica;78.0
0000.27.3580;Mata Atlântica;5.0
0000.27.3582;Mata Atlântica;2.0
0000.27.3609;Mata Atlântica;45.0
0000.27.3721;Mata Atlântica;305.0
0000.27.3804;Mata Atlântica;975.0
0000.27.3809;Mata Atlântica;44.0
0000.27.3810;Mata Atlântica;348.0
0000.27.3811;Mata Atlântica;852.0
0000.27.3812;Mata Atlântica;95.0
0000.27.3819;Mata Atlântica;150.0
0000.27.3869;Mata Atlântica;119.0
0000.27.3879;Mata Atlântica;66.0
0000.27.3880;Mata Atlântica;39.0
0000.27.3881;Mata Atlântica;49.0
0000.27.3882;Mata Atlântica;16.0
0000.27.3946;Mata Atlântica;83.0
0000.27.4041;Mata Atlântica;83.0
0000.27.4042;Mata Atlântica;65.0
0000.27.4043;Caatinga;41.0
0000.27.4108;Mata Atlântica;1.0
0000.27.4199;Mata Atlântica;225.0
0000.27.4200;Mata Atlântica;48.0
0000.27.4202;Mata Atlântica;630.0
0000.27.4203;Mata Atlântica;62.0
0000.27.4205;Mata Atlântica;72.0
0000.27.4206;Mata Atlântica;40.0
0000.27.4207;Mata Atlântica;306.0
0000.27.4345;Mata Atlântica;101.0
0000.27.4346;Mata Atlântica;73.0
0000.27.4347;Mata Atlântica;5.0
0000.27.4374;Mata Atlântica;243.5
0000.27.4375;Caatinga;20658.6
0000.27.4606;Caatinga;30.0
0000.27.4607;Caatinga;5.0
0000.27.4608;Caatinga;58.0
0000.27.4706;Mata Atlântica;249.0
0000.27.4937;Caatinga;10.0
0000.27.4949;Mata Atlântica;220.0
0000.27.4950;Mata Atlântica;75.0
0000.27.4964;Mata Atlântica;311.5
0000.27.4975;Mata Atlântica;9.0
0000.28.0793;Mata Atlântica;10979.25
0000.28.0794;Mata Atlântica;213.0
0000.28.1603;Caatinga;1052.0
0000.28.1604;Mata Atlântica;895.0
0000.28.4118;Mata Atlântica;876.0
0000.29.0294;Mata Atlântica;2419.0
0000.29.0295;Caatinga;362.0
0000.29.0296;Caatinga;51917.0
0000.29.0297;Caatinga;2822.0
0000.29.0298;Caatinga;2382.5
0000.29.0299;Mata Atlântica;8286.375
0000.29.0299;Área Marinha;1.625
0000.29.0300;Caatinga;3699.5
0000.29.0301;Mata Atlântica;29000.0
0000.29.0302;Mata Atlântica;992.0
0000.29.0302;Área Marinha;351780.0
0000.29.0303;Mata Atlântica;1979.0
0000.29.0303;Área Marinha;58.0
0000.29.0304;Mata Atlântica;35715.0
0000.29.0304;Área Marinha;446.0
0000.29.0305;Cerrado;176367.0
0000.29.0306;Mata Atlântica;18603.0
0000.29.0306;Área Marinha;154171.5
0000.29.0307;Caatinga;13607.8
0000.29.0308;Mata Atlântica;1717.5
0000.29.0308;Área Marinha;187.5
0000.29.0309;Mata Atlântica;31295.0
0000.29.0309;Área Marinha;9.5
0000.29.0310;Mata Atlântica;22749.0
0000.29.0310;Área Marinha;9179.0
0000.29.0311;Caatinga;31222.25
0000.29.0312;Mata Atlântica;31657.0
0000.29.0312;Área Marinha;23.6
0000.29.0313;Mata Atlântica;924.5
0000.29.0313;Área Marinha;21.0
0000.29.0314;Caatinga;3956.3333333333335
0000.29.0315;Mata Atlântica;1242.0
0000.29.0316;Mata Atlântica;2026.0
0000.29.0317;Caatinga;341624.0
0000.29.0318;Caatinga;59.0
0000.29.0318;Mata Atlântica;4665.4
0000.29.0319;Mata Atlântica;18586.4
0000.29.0319;Área Marinha;31.0
0000.29.0320;Mata Atlântica;10044.384615384615
0000.29.0320;Área Marinha;609.3076923076923
0000.29.0321;Mata Atlântica;576.5
0000.29.0322;Caatinga;67280.0
0000.29.0323;Mata Atlântica;27209.8
0000.29.0323;Área Marinha;227.0
0000.29.0325;Mata Atlântica;3050.3333333333335
0000.29.0326;Mata Atlântica;2300.0
0000.29.0326;Área Marinha;177.0
0000.29.0327;Mata Atlântica;12952.0
0000.29.0327;Área Marinha;9.5
0000.29.0328;Mata Atlântica;40873.666666666664
0000.29.0328;Área Marinha;24.0
0000.29.0329;Caatinga;39074.5
0000.29.0898;Cerrado;2439.5
0000.29.1014;Mata Atlântica;404.0
0000.29.1015;Caatinga;247125.0
0000.29.1016;Caatinga;13167.0
0000.29.1016;Cerrado;369128.0
0000.29.1017;Cerrado;10970.0
0000.29.1569;Mata Atlântica;50690.0
0000.29.2013;Mata Atlântica;265.0
0000.29.2014;Mata Atlântica;93.0
0000.29.2016;Caatinga;4581.5
0000.29.2018;Mata Atlântica;151.0
0000.29.2026;Caatinga;18484.0
0000.29.2029;Mata Atlântica;5.0
0000.29.2030;Mata Atlântica;36.0
0000.29.2031;Mata Atlântica;19.0
0000.29.2056;Mata Atlântica;210.0
0000.29.2057;Mata Atlântica;393.0
0000.29.2603;Mata Atlântica;135.0
0000.29.2703;Mata Atlântica;80.0
0000.29.2763;Mata Atlântica;29.0
0000.29.2796;Mata Atlântica;59.0
0000.29.2853;Mata Atlântica;7.0
0000.29.2854;Mata Atlântica;164.0
0000.29.2929;Mata Atlântica;187.0
0000.29.2930;Mata Atlântica;27.0
0000.29.2931;Mata Atlântica;58.0
0000.29.2932;Mata Atlântica;19.0
0000.29.2933;Mata Atlântica;38.0
0000.29.2948;Mata Atlântica;19.0
0000.29.3173;Mata Atlântica;589.0
0000.29.3201;Mata Atlântica;615.0
0000.29.3202;Mata Atlântica;36.0
0000.29.3203;Mata Atlântica;83.0
0000.29.3206;Mata Atlântica;5.0
0000.29.3248;Mata Atlântica;1705.0
0000.29.3278;Mata Atlântica;10.0
0000.29.3292;Mata Atlântica;35.0
0000.29.3388;Mata Atlântica;153.0
0000.29.3402;Mata Atlântica;9.0
0000.29.3403;Mata Atlântica;7.0
0000.29.3404;Mata Atlântica;26.0
0000.29.3412;Mata Atlântica;29.0
0000.29.3413;Mata Atlântica;96.0
0000.29.3431;Mata Atlântica;45.0
0000.29.3433;Mata Atlântica;9.0
0000.29.3464;Mata Atlântica;419.0
0000.29.3472;Caatinga;20.0
0000.29.3552;Cerrado;53.0
0000.29.3733;Mata Atlântica;475.0
0000.29.3734;Mata Atlântica;8.0
0000.29.3792;Mata Atlântica;97.0
0000.29.3793;Mata Atlântica;39.0
0000.29.3794;Mata Atlântica;17.0
0000.29.3795;Mata Atlântica;13.0
0000.29.3834;Caatinga;9.0
0000.29.3835;Caatinga;6.0
0000.29.3836;Caatinga;4.5
0000.29.3837;Caatinga;27.0
0000.29.3838;Caatinga;2.0
0000.29.3839;Caatinga;3.0
0000.29.3840;Caatinga;2.0
0000.29.4035;Mata Atlântica;42.0
0000.29.4047;Caatinga;33.0
0000.29.4133;Mata Atlântica;80.0
0000.29.4238;Mata Atlântica;534.0
0000.29.4239;Mata Atlântica;938.0
0000.29.4240;Caatinga;2.0
0000.29.4241;Caatinga;107.0
0000.29.4242;Caatinga;32.0
0000.29.4243;Caatinga;27.0
0000.29.4244;Caatinga;36.0
0000.29.4341;Caatinga;25.0
0000.29.4403;Caatinga;48.0
0000.29.4408;Caatinga;105.0
0000.29.4409;Caatinga;207.0
0000.29.4410;Caatinga;308.0
0000.29.4614;Mata Atlântica;15.0
0000.29.4664;Mata Atlântica;17.0
0000.29.4665;Mata Atlântica;20.0
0000.29.4674;Mata Atlântica;27.0
0000.29.4675;Mata Atlântica;4.0
0000.31.0355;Caatinga;867.3333333333334
0000.31.0355;Cerrado;131267.33333333334
0000.31.0360;Cerrado;141.0
0000.31.0361;Mata Atlântica;930.2
0000.31.0363;Cerrado;448.0
0000.31.0363;Mata Atlântica;7.0
0000.31.0365;Mata Atlântica;187.0
0000.31.0366;Cerrado;152.5
0000.31.0367;Mata Atlântica;371.0
0000.31.0368;Cerrado;1003.0
0000.31.0370;Cerrado;4583.5
0000.31.0370;Mata Atlântica;1556.5
0000.31.0383;Mata Atlântica;71.0
0000.31.0384;Mata Atlântica;564.0
0000.31.0385;Mata Atlântica;1871.25
0000.31.0386;Cerrado;15234.0
0000.31.0387;Cerrado;28391.0
0000.31.0388;Cerrado;17003.0
0000.31.0389;Caatinga;3843.0
0000.31.0390;Caatinga;20735.0
0000.31.0391;Caatinga;15370.0
0000.31.0392;Mata Atlântica;782.0
0000.31.0393;Cerrado;8765.0
0000.31.0393;Mata Atlântica;4342.0
0000.31.0394;Mata Atlântica;11982.333333333334
0000.31.0395;Mata Atlântica;215.0
0000.31.0397;Caatinga;25636.0
0000.31.0398;Mata Atlântica;1025.5
0000.31.0399;Mata Atlântica;14270.0
0000.31.0400;Mata Atlântica;12648.615384615385
0000.31.0401;Cerrado;10416.666666666666
0000.31.0402;Mata Atlântica;22776.875
0000.31.0403;Mata Atlântica;3436.75
0000.31.0404;Cerrado;1472.6666666666667
0000.31.0404;Mata Atlântica;700.6666666666666
0000.31.0405;Cerrado;7427.142857142857
0000.31.0405;Mata Atlântica;3470.8571428571427
0000.31.0406;Mata Atlântica;5175.0
0000.31.0407;Caatinga;11248.0
0000.31.0408;Caatinga;28481.666666666668
0000.31.0409;Mata Atlântica;5175.0
0000.31.0410;Mata Atlântica;3330.0
0000.31.0413;Mata Atlântica;2998.0
0000.31.0415;Caatinga;6351.0
0000.31.0416;Cerrado;29557.5
0000.31.0417;Cerrado;2342.0
0000.31.0888;Caatinga;650.8
0000.31.0888;Cerrado;9320.6
0000.31.0889;Cerrado;783.0
0000.31.0890;Cerrado;11222.5
0000.31.0892;Caatinga;250.0
0000.31.0892;Cerrado;5857.0
0000.31.0894;Cerrado;95184.33333333333
0000.31.0895;Cerrado;141.0
0000.31.0896;Mata Atlântica;4443.0
0000.31.0897;Cerrado;73.0
0000.31.0936;Mata Atlântica;225.0
0000.31.0937;Mata Atlântica;742.4
0000.31.0938;Cerrado;15373.0
0000.31.1756;Cerrado;2431.0
0000.31.1762;Cerrado;11915.0
0000.31.1762;Mata Atlântica;1598.0
0000.31.1770;Cerrado;1093.0
0000.31.1771;Mata Atlântica;10670.272727272728
0000.31.1772;Cerrado;45493.0
0000.31.1773;Mata Atlântica;2986.0
0000.31.1774;Mata Atlântica;2693.0
0000.31.1775;Cerrado;1741.0
0000.31.1776;Caatinga;14054.25
0000.31.1780;Cerrado;5882.0
0000.31.1781;Cerrado;142.0
0000.31.2328;Cerrado;2009.0
0000.31.2329;Cerrado;6398.0
0000.31.2369;Cerrado;7342.0
0000.31.2370;Mata Atlântica;7.0
0000.31.2371;Cerrado;281.0
0000.31.2374;Mata Atlântica;33.0
0000.31.2375;Mata Atlântica;259.0
0000.31.2377;Cerrado;179.0
0000.31.2378;Mata Atlântica;49.0
0000.31.2379;Mata Atlântica;5.0
0000.31.2380;Mata Atlântica;18.0
0000.31.2382;Cerrado;42.0
0000.31.2383;Mata Atlântica;12.0
0000.31.2385;Mata Atlântica;10.0
0000.31.2387;Mata Atlântica;12.0
0000.31.2388;Mata Atlântica;7.0
0000.31.2390;Mata Atlântica;20.0
0000.31.2391;Mata Atlântica;159.0
0000.31.2393;Mata Atlântica;3.0
0000.31.2394;Mata Atlântica;24.0
0000.31.2399;Mata Atlântica;3.0
0000.31.2402;Cerrado;39.0
0000.31.2440;Mata Atlântica;57.0
0000.31.2443;Mata Atlântica;2.0
0000.31.2514;Mata Atlântica;378.0
0000.31.2529;Mata Atlântica;1.0
0000.31.2591;Cerrado;10.0
0000.31.2592;Cerrado;39.0
0000.31.2593;Cerrado;33.0
0000.31.2594;Cerrado;134.0
0000.31.2610;Mata Atlântica;1187.0
0000.31.2611;Mata Atlântica;1221.0
0000.31.2612;Mata Atlântica;40595.125
0000.31.2613;Cerrado;384.0
0000.31.2619;Mata Atlântica;3761.5
0000.31.2620;Cerrado;1053.2
0000.31.2620;Mata Atlântica;897.4
0000.31.2621;Mata Atlântica;1608.5
0000.31.2622;Cerrado;31.0
0000.31.2623;Mata Atlântica;442.0
0000.31.2624;Cerrado;2200.0
0000.31.2625;Cerrado;24.0
0000.31.3039;Mata Atlântica;1075.0
0000.31.3041;Cerrado;518.0
0000.31.3406;Mata Atlântica;975.0
0000.31.3808;Mata Atlântica;1051.5
0000.31.3817;Mata Atlântica;363.5
0000.31.3866;Cerrado;17644.0
0000.31.3873;Mata Atlântica;49.5
0000.31.3877;Mata Atlântica;5.0
0000.31.3886;Mata Atlântica;94.0
0000.31.3893;Mata Atlântica;22.0
0000.31.3894;Mata Atlântica;62.0
0000.31.3895;Mata Atlântica;71.0
0000.31.3896;Mata Atlântica;23.0
0000.31.3897;Mata Atlântica;4.0
0000.31.3898;Cerrado;17.0
0000.31.3899;Mata Atlântica;4.0
0000.31.3916;Mata Atlântica;8.0
0000.31.3918;Cerrado;95.0
0000.31.3919;Mata Atlântica;30.0
0000.31.3929;Mata Atlântica;35.0
0000.31.3930;Cerrado;17.0
0000.31.3931;Cerrado;118.0
0000.31.3932;Mata Atlântica;58.0
0000.31.3933;Mata Atlântica;180.0
0000.31.3993;Mata Atlântica;217.0
0000.31.3994;Mata Atlântica;1.0
0000.31.3995;Mata Atlântica;39.0
0000.31.3996;Cerrado;85.0
0000.31.4017;Mata Atlântica;5.0
0000.31.4377;Cerrado;172.0
0000.31.4383;Mata Atlântica;60.0
0000.31.4392;Cerrado;101.0
0000.31.4393;Mata Atlântica;60.0
0000.31.4394;Mata Atlântica;66.0
0000.31.4395;Mata Atlântica;139.0
0000.31.4396;Mata Atlântica;22.0
0000.31.4399;Mata Atlântica;5.0
0000.31.4415;Mata Atlântica;292.0
0000.31.4683;Cerrado;11955.0
0000.31.4696;Cerrado;1142.0
0000.31.4700;Mata Atlântica;2.0
0000.31.4701;Mata Atlântica;5.0
0000.31.4703;Mata Atlântica;18.0
0000.31.4705;Mata Atlântica;142.0
0000.31.4711;Mata Atlântica;2211.0
0000.31.4712;Mata Atlântica;23.0
0000.31.4716;Mata Atlântica;69.0
0000.31.4718;Cerrado;1752.0
0000.31.4719;Cerrado;314.0
0000.31.4720;Mata Atlântica;84.0
0000.31.4721;Mata Atlântica;1088.0
0000.31.4722;Mata Atlântica;72.0
0000.31.4723;Mata Atlântica;59.0
0000.31.4724;Mata Atlântica;5.0
0000.31.4725;Mata Atlântica;13.0
0000.31.4727;Mata Atlântica;26.0
0000.31.4730;Mata Atlântica;28.0
0000.31.4733;Mata Atlântica;23.0
0000.31.4735;Mata Atlântica;44.0
0000.31.4745;Cerrado;28.0
0000.31.4746;Mata Atlântica;55.0
0000.31.4747;Cerrado;1833.0
0000.31.4748;Mata Atlântica;26.0
0000.31.4765;Mata Atlântica;38.0
0000.31.4773;Cerrado;11775.0
0000.31.4774;Mata Atlântica;20.0
0000.31.4775;Cerrado;63.0
0000.31.4792;Mata Atlântica;581.0
0000.31.4798;Mata Atlântica;259.0
0000.31.4916;Mata Atlântica;4.0
0000.31.4917;Cerrado;54.0
0000.31.4918;Cerrado;75.0
0000.31.4919;Mata Atlântica;47.0
0000.31.4920;Cerrado;1185.0
0000.31.4921;Mata Atlântica;328.0
0000.31.4951;Mata Atlântica;122.0
0000.31.4952;Cerrado;25.0
0000.31.4959;Cerrado;1013.0
0000.31.4983;Cerrado;45.0
0000.32.0331;Mata Atlântica;3536.0
0000.32.0332;Mata Atlântica;1504.0
0000.32.0333;Mata Atlântica;2595.0
0000.32.0333;Área Marinha;2.5
0000.32.0334;Mata Atlântica;1762.0
0000.32.0335;Mata Atlântica;395.0
0000.32.0335;Área Marinha;4.0
0000.32.0336;Mata Atlântica;7907.0
0000.32.0337;Mata Atlântica;2561.0
0000.32.0338;Mata Atlântica;2053.5
0000.32.0338;Área Marinha;3432.5
0000.32.1012;Mata Atlântica;574.0
0000.32.1533;Mata Atlântica;284.6666666666667
0000.32.1534;Mata Atlântica;913.0
0000.32.1667;Mata Atlântica;1005.0
0000.32.1673;Mata Atlântica;976.0
0000.32.1831;Mata Atlântica;81.0
0000.32.1832;Mata Atlântica;950.0
0000.32.1832;Área Marinha;4.0
0000.32.1833;Mata Atlântica;830.0
0000.32.2319;Mata Atlântica;3484.3333333333335
0000.32.2344;Mata Atlântica;1.0
0000.32.2345;Mata Atlântica;378.0
0000.32.2346;Mata Atlântica;2246.0
0000.32.2347;Mata Atlântica;329.0
0000.32.2348;Mata Atlântica;59.0
0000.32.2350;Mata Atlântica;7.0
0000.32.2351;Mata Atlântica;15.0
0000.32.2352;Mata Atlântica;29.0
0000.32.2353;Mata Atlântica;2.0
0000.32.2354;Mata Atlântica;10.0
0000.32.2355;Mata Atlântica;75.0
0000.32.2357;Mata Atlântica;120.0
0000.32.2358;Mata Atlântica;16.0
0000.32.2360;Mata Atlântica;70.0
0000.32.2361;Mata Atlântica;7.0
0000.32.2362;Mata Atlântica;3.0
0000.32.2363;Mata Atlântica;21.0
0000.32.2365;Mata Atlântica;3.0
0000.32.2366;Mata Atlântica;31.0
0000.32.2367;Mata Atlântica;207.0
0000.32.2577;Mata Atlântica;4.0
0000.32.2579;Mata Atlântica;45.0
0000.32.2914;Mata Atlântica;8.0
0000.32.2916;Mata Atlântica;8.0
0000.32.2917;Mata Atlântica;22.0
0000.32.2918;Mata Atlântica;16.0
0000.32.2934;Mata Atlântica;3.0
0000.32.2997;Mata Atlântica;17.0
0000.32.3237;Mata Atlântica;2.0
0000.32.3260;Mata Atlântica;2.0
0000.32.3261;Mata Atlântica;3.0
0000.32.3262;Mata Atlântica;4.0
0000.32.3263;Mata Atlântica;4.0
0000.32.3451;Mata Atlântica;4.0
0000.32.3452;Mata Atlântica;76.0
0000.32.3453;Mata Atlântica;2.0
0000.32.3454;Mata Atlântica;52.0
0000.32.3455;Mata Atlântica;14.0
0000.32.3456;Mata Atlântica;14.0
0000.32.3457;Mata Atlântica;5.0
0000.32.3522;Mata Atlântica;2.0
0000.32.3523;Mata Atlântica;1698.0
0000.32.3591;Mata Atlântica;11.0
0000.32.3610;Mata Atlântica;5.0
0000.33.0723;Mata Atlântica;129.0
0000.33.0723;Área Marinha;1771.0
0000.33.0724;Mata Atlântica;1480.5
0000.33.0724;Área Marinha;3793.0
0000.33.0726;Mata Atlântica;25303.0
0000.33.0726;Área Marinha;9.0
0000.33.0727;Mata Atlântica;2980.0
0000.33.0728;Mata Atlântica;3249.0
0000.33.0728;Área Marinha;18.0
0000.33.0729;Mata Atlântica;913.0
0000.33.0729;Área Marinha;56.0
0000.33.0731;Mata Atlântica;21986.0
0000.33.0731;Área Marinha;559.0
0000.33.0735;Mata Atlântica;1993.5
0000.33.0736;Mata Atlântica;2872.0
0000.33.0737;Mata Atlântica;6500.0
0000.33.0737;Área Marinha;1.0
0000.33.0738;Mata Atlântica;35004.0
0000.33.1476;Mata Atlântica;1622.5
0000.33.1476;Área Marinha;94.5
0000.33.1477;Mata Atlântica;11988.0
0000.33.1477;Área Marinha;104.0
0000.33.1478;Mata Atlântica;12396.0
0000.33.1479;Mata Atlântica;7134.666666666667
0000.33.1480;Mata Atlântica;2976.5
0000.33.1481;Mata Atlântica;3259.0
0000.33.1482;Mata Atlântica;3011.0
0000.33.1482;Área Marinha;350.0
0000.33.1483;Mata Atlântica;1919.0
0000.33.1485;Mata Atlântica;13016.2
0000.33.1512;Mata Atlântica;6754.181818181818
0000.33.1514;Mata Atlântica;3041.3333333333335
0000.33.1620;Mata Atlântica;9519.0
0000.33.1837;Mata Atlântica;172.0
0000.33.2263;Mata Atlântica;24.0
0000.33.2264;Mata Atlântica;5.0
0000.33.2265;Mata Atlântica;12.0
0000.33.2266;Mata Atlântica;40.0
0000.33.2267;Mata Atlântica;20.0
0000.33.2268;Mata Atlântica;22.0
0000.33.2269;Mata Atlântica;14.0
0000.33.2270;Mata Atlântica;61.0
0000.33.2271;Mata Atlântica;30.0
0000.33.2272;Mata Atlântica;6.0
0000.33.2273;Mata Atlântica;24.0
0000.33.2274;Mata Atlântica;53.0
0000.33.2275;Mata Atlântica;7.0
0000.33.2276;Mata Atlântica;12.0
0000.33.2277;Mata Atlântica;3.0
0000.33.2278;Mata Atlântica;12.0
0000.33.2279;Mata Atlântica;8.0
0000.33.2280;Mata Atlântica;2.0
0000.33.2281;Mata Atlântica;4.0
0000.33.2282;Mata Atlântica;18.0
0000.33.2283;Mata Atlântica;1.0
0000.33.2284;Mata Atlântica;17.0
0000.33.2285;Mata Atlântica;6.0
0000.33.2286;Mata Atlântica;18.0
0000.33.2287;Mata Atlântica;15.0
0000.33.2288;Mata Atlântica;2.0
0000.33.2289;Mata Atlântica;7.0
0000.33.2290;Mata Atlântica;6.0
0000.33.2291;Mata Atlântica;7.0
0000.33.2292;Mata Atlântica;50.0
0000.33.2293;Mata Atlântica;41.0
0000.33.2294;Mata Atlântica;22.0
0000.33.2295;Mata Atlântica;118.0
0000.33.2296;Mata Atlântica;17.0
0000.33.2297;Mata Atlântica;8.0
0000.33.2298;Mata Atlântica;539.0
0000.33.2299;Mata Atlântica;85.0
0000.33.2300;Mata Atlântica;14.0
0000.33.2301;Mata Atlântica;19.0
0000.33.2302;Mata Atlântica;102.0
0000.33.2303;Mata Atlântica;7.0
0000.33.2304;Mata Atlântica;3.0
0000.33.2305;Mata Atlântica;16.0
0000.33.2306;Mata Atlântica;16.0
0000.33.2307;Mata Atlântica;4.0
0000.33.2341;Mata Atlântica;9.0
0000.33.2342;Mata Atlântica;8.0
0000.33.2584;Mata Atlântica;46.0
0000.33.2639;Mata Atlântica;161.0
0000.33.2640;Mata Atlântica;60.0
0000.33.2641;Mata Atlântica;248.0
0000.33.2717;Mata Atlântica;3844.0
0000.33.2721;Mata Atlântica;4116.5
0000.33.2721;Área Marinha;8.0
0000.33.2722;Mata Atlântica;4021.0
0000.33.2725;Mata Atlântica;2.0
0000.33.2732;Mata Atlântica;1611.3333333333333
0000.33.2732;Área Marinha;26.833333333333332
0000.33.2733;Mata Atlântica;93.0
0000.33.2777;Mata Atlântica;25.0
0000.33.2805;Mata Atlântica;7370.666666666667
0000.33.2891;Mata Atlântica;24.0
0000.33.2892;Mata Atlântica;11.0
0000.33.2893;Mata Atlântica;3.0
0000.33.2894;Mata Atlântica;15.0
0000.33.2898;Mata Atlântica;21.0
0000.33.2899;Mata Atlântica;302.0
0000.33.2900;Mata Atlântica;7.0
0000.33.2904;Mata Atlântica;1466.3333333333333
0000.33.2949;Mata Atlântica;5.0
0000.33.2950;Mata Atlântica;2.0
0000.33.2951;Mata Atlântica;14.0
0000.33.2981;Mata Atlântica;157.0
0000.33.2981;Área Marinha;3786.0
0000.33.2998;Mata Atlântica;24.0
0000.33.2999;Mata Atlântica;25.0
0000.33.3054;Mata Atlântica;34.0
0000.33.3056;Mata Atlântica;28.0
0000.33.3057;Mata Atlântica;3.0
