codigo_uc;bioma;area
0000.00.1419;Mata Atlântica;82.0
0000.00.1420;Mata Atlântica;79.0
0000.00.1421;Caatinga;69.0
0000.00.1422;Caatinga;50.0
0000.00.1425;Mata Atlântica;39.0
0000.00.1426;Mata Atlântica;31.0
0000.00.1427;Mata Atlântica;27.0
0000.00.1428;Mata Atlântica;26.0
0000.00.1429;Mata Atlântica;25.0
0000.00.1430;Mata Atlântica;22.0
0000.00.1431;Mata Atlântica;15.0
0000.00.1432;Mata Atlântica;13.0
0000.00.1433;Mata Atlântica;13.0
0000.00.1434;Mata Atlântica;10.0
0000.00.1435;Mata Atlântica;7.0
0000.00.1437;Mata Atlântica;5.0
0000.00.1438;Mata Atlântica;5.0
0000.00.1439;Mata Atlântica;9.0
0000.00.1440;Amazônia;9996.0
0000.00.1441;Amazônia;47.0
0000.00.1442;Amazônia;43.0
0000.00.1443;Amazônia;17.0
0000.00.1444;Amazônia;11.0
0000.00.1445;Amazônia;100.0
0000.00.1446;Amazônia;96.0
0000.00.1447;Amazônia;65.0
0000.00.1448;Amazônia;63.0
0000.00.1449;Amazônia;58.0
0000.00.1450;Amazônia;50.0
0000.00.1451;Amazônia;42.0
0000.00.1452;Cerrado;114.0
0000.00.1453;Amazônia;24.0
0000.00.1454;Amazônia;24.0
0000.00.1455;Amazônia;19.0
0000.00.1456;Amazônia;8.0
0000.00.1457;Amazônia;7.0
0000.00.1459;Mata Atlântica;115.0
0000.00.1460;Mata Atlântica;99.0
0000.00.1461;Mata Atlântica;67.0
0000.00.1462;Mata Atlântica;49.0
0000.00.1463;Mata Atlântica;40.0
0000.00.1464;Mata Atlântica;15.0
0000.00.1465;Amazônia;38.0
0000.00.1517;Amazônia;134452.0
0000.00.1518;Amazônia;177465.66666666666
0000.00.1519;Amazônia;3447.0
0000.00.1519;Cerrado;606.0
0000.00.1520;Amazônia;9338.0
0000.00.1521;Mata Atlântica;292600.0
0000.00.1563;Mata Atlântica;1489.3333333333333
0000.00.1563;Área Marinha;747.0
0000.00.1564;Cerrado;11973.0
0000.00.1605;Caatinga;1483.5
0000.00.1606;Amazônia;200183.33333333334
0000.00.1612;Amazônia;1470197.0
0000.00.1626;Amazônia;404301.5
0000.00.1628;Amazônia;777387.0
0000.00.1633;Amazônia;592313.0
0000.00.1635;Amazônia;151503.0
0000.00.1683;Caatinga;7340.5
0000.00.1808;Mata Atlântica;10751.666666666666
0000.00.1808;Área Marinha;22772.0
0000.00.1809;Caatinga;628.0
0000.00.1809;Área Marinha;29177.0
0000.00.1810;Amazônia;209659.0
0000.00.1812;Caatinga;5347.4
0000.00.1813;Mata Atlântica;962.0
0000.00.1813;Área Marinha;9.0
0000.00.1880;Mata Atlântica;23239.0
0000.00.1880;Área Marinha;23.0
0000.00.1907;Caatinga;1608.0
0000.00.1907;Mata Atlântica;5809.0
0000.00.1908;Caatinga;1435.6666666666667
0000.00.1908;Mata Atlântica;2662.3333333333335
0000.00.1909;Mata Atlântica;3781.3333333333335
0000.00.1910;Mata Atlântica;19260.0
0000.00.1911;Mata Atlântica;16.333333333333332
0000.00.1911;Área Marinha;5900.0
0000.00.1912;Mata Atlântica;152.0
0000.00.1912;Área Marinha;38167.0
0000.00.2069;Mata Atlântica;6.0
0000.00.2070;Mata Atlântica;113.0
0000.00.2071;Mata Atlântica;54.0
0000.00.2072;Mata Atlântica;26.0
0000.00.2073;Cerrado;29.0
0000.00.2074;Mata Atlântica;25.0
0000.00.2075;Cerrado;29.0
0000.00.2076;Mata Atlântica;10.0
0000.00.2077;Mata Atlântica;496.0
0000.00.2078;Cerrado;60.0
0000.00.2079;Cerrado;4.0
0000.00.2080;Caatinga;215.0
0000.00.2081;Mata Atlântica;14.0
0000.00.2082;Cerrado;326.0
0000.00.2083;Mata Atlântica;41.0
0000.00.2084;Caatinga;131.0
0000.00.2085;Mata Atlântica;333.0
0000.00.2086;Mata Atlântica;24.0
0000.00.2087;Mata Atlântica;13.0
0000.00.2088;Mata Atlântica;32.0
0000.00.2089;Mata Atlântica;24.0
0000.00.2090;Mata Atlântica;78.0
0000.00.2091;Mata Atlântica;59.0
0000.00.2092;Mata Atlântica;167.0
0000.00.2093;Mata Atlântica;267.0
0000.00.2094;Mata Atlântica;56.0
0000.00.2095;Mata Atlântica;762.0
0000.00.2096;Mata Atlântica;216.0
0000.00.2097;Mata Atlântica;24.0
0000.00.2098;Caatinga;208.0
0000.00.2099;Mata Atlântica;6334.0
0000.00.2100;Caatinga;552.0
0000.00.2101;Mata Atlântica;6004.0
0000.00.2102;Cerrado;1881.0
0000.00.2102;Pantanal;3630.0
0000.00.2103;Mata Atlântica;516.0
0000.00.2104;Mata Atlântica;231.0
0000.00.2105;Amazônia;487.0
0000.00.2106;Cerrado;343.0
0000.00.2107;Mata Atlântica;118.0
0000.00.2108;Pampa;28.0
0000.00.2109;Mata Atlântica;89.0
0000.00.2110;Mata Atlântica;47.0
0000.00.2111;Mata Atlântica;400.0
0000.00.2112;Mata Atlântica;60.0
0000.00.2113;Cerrado;34.0
0000.00.2114;Amazônia;1543.0
0000.00.2115;Mata Atlântica;304.0
0000.00.2116;Mata Atlântica;171.0
0000.00.2117;Mata Atlântica;6.0
0000.00.2118;Mata Atlântica;41.0
0000.00.2119;Mata Atlântica;63.0
0000.00.2120;Cerrado;20.0
0000.00.2121;Amazônia;302.0
0000.00.2122;Mata Atlântica;145.0
0000.00.2123;Caatinga;287.0
0000.00.2124;Mata Atlântica;84.0
0000.00.2125;Mata Atlântica;19.0
0000.00.2126;Mata Atlântica;16.0
0000.00.2127;Cerrado;56.0
0000.00.2128;Mata Atlântica;6.0
0000.00.2129;Amazônia;23.0
0000.00.2130;Mata Atlântica;2.0
0000.00.2131;Amazônia;604.0
0000.00.2132;Caatinga;825.0
0000.00.2133;Mata Atlântica;4.0
0000.00.2134;Mata Atlântica;297.0
0000.00.2135;Mata Atlântica;174.0
0000.00.2136;Mata Atlântica;15.0
0000.00.2137;Mata Atlântica;9.0
0000.00.2138;Mata Atlântica;21.0
0000.00.2139;Mata Atlântica;31.0
0000.00.2140;Caatinga;33.0
0000.00.2141;Mata Atlântica;11.0
0000.00.2142;Mata Atlântica;9.0
0000.00.2143;Mata Atlântica;59.0
0000.00.2144;Mata Atlântica;7.0
0000.00.2145;Mata Atlântica;104.0
0000.00.2146;Amazônia;9.0
0000.00.2147;Mata Atlântica;215.0
0000.00.2148;Mata Atlântica;69.0
0000.00.2149;Cerrado;1582.0
0000.00.2150;Caatinga;120.0
0000.00.2151;Mata Atlântica;91.0
0000.00.2152;Mata Atlântica;19.0
0000.00.2153;Mata Atlântica;49.0
0000.00.2154;Mata Atlântica;16.0
0000.00.2155;Mata Atlântica;45.0
0000.00.2156;Mata Atlântica;3.0
0000.00.2157;Mata Atlântica;498.0
0000.00.2158;Cerrado;50.0
0000.00.2159;Cerrado;39.0
0000.00.2160;Mata Atlântica;32.0
0000.00.2161;Caatinga;209.0
0000.00.2162;Mata Atlântica;653.0
0000.00.2163;Mata Atlântica;21.0
0000.00.2164;Mata Atlântica;1.0
0000.00.2165;Mata Atlântica;1.0
0000.00.2166;Cerrado;7.0
0000.00.2167;Cerrado;6.0
0000.00.2168;Cerrado;45.0
0000.00.2169;Cerrado;7.0
0000.00.2170;Cerrado;8.0
0000.00.2171;Cerrado;136.0
0000.00.2172;Cerrado;23.0
0000.00.2173;Cerrado;12.0
0000.00.2174;Cerrado;20.0
0000.00.2175;Cerrado;43.0
0000.00.2176;Cerrado;6.0
0000.00.2177;Mata Atlântica;78.0
0000.00.2178;Cerrado;4000.0
0000.00.2179;Caatinga;268.0
0000.00.2180;Mata Atlântica;154.0
0000.00.2181;Pampa;42.0
0000.00.2182;Mata Atlântica;392.0
0000.00.2183;Cerrado;8718.0
0000.00.2184;Pantanal;12603.0
0000.00.2185;Caatinga;76.0
0000.00.2186;Caatinga;5.0
0000.00.2187;Mata Atlântica;77.0
0000.00.2188;Mata Atlântica;35.0
0000.00.2189;Caatinga;291.0
0000.00.2190;Mata Atlântica;228.0
0000.00.2191;Mata Atlântica;144.0
0000.00.2192;Caatinga;131.0
0000.00.2193;Mata Atlântica;5.0
0000.00.2194;Mata Atlântica;397.0
0000.00.2195;Pampa;15.0
0000.00.2196;Mata Atlântica;89.0
0000.00.2197;Mata Atlântica;401.0
0000.00.2198;Mata Atlântica;357.0
0000.00.2199;Mata Atlântica;75.0
0000.00.2200;Mata Atlântica;54.0
0000.00.2201;Mata Atlântica;385.0
0000.00.2202;Mata Atlântica;7.0
0000.00.2203;Mata Atlântica;83.0
0000.00.2204;Mata Atlântica;23.0
0000.00.2205;Cerrado;164.0
0000.00.2206;Mata Atlântica;92.0
0000.00.2207;Mata Atlântica;97.0
0000.00.2208;Mata Atlântica;159.0
0000.00.2209;Mata Atlântica;160.0
0000.00.2210;Mata Atlântica;2.0
0000.00.2211;Mata Atlântica;3.0
0000.00.2212;Caatinga;152.0
0000.00.2213;Mata Atlântica;9.0
0000.00.2214;Mata Atlântica;317.0
0000.00.2215;Mata Atlântica;43.0
0000.00.2216;Cerrado;887.0
0000.00.2217;Mata Atlântica;23.0
0000.00.2218;Mata Atlântica;36.0
0000.00.2219;Mata Atlântica;16.0
0000.00.2220;Mata Atlântica;40.0
0000.00.2221;Mata Atlântica;508.0
0000.00.2222;Mata Atlântica;11.0
0000.00.2223;Mata Atlântica;57.0
0000.00.2224;Mata Atlântica;52.0
0000.00.2225;Mata Atlântica;96.0
0000.00.2226;Mata Atlântica;302.0
0000.00.2227;Mata Atlântica;39.0
0000.00.2228;Cerrado;4.0
0000.00.2229;Mata Atlântica;33.0
0000.00.2230;Cerrado;252.0
0000.00.2231;Mata Atlântica;23.0
0000.00.2232;Cerrado;31.0
0000.00.2233;Mata Atlântica;48.0
0000.00.2234;Cerrado;2238.0
0000.00.2235;Mata Atlântica;54.0
0000.00.2236;Mata Atlântica;1062.0
0000.00.2237;Mata Atlântica;58.0
0000.00.2310;Mata Atlântica;162.0
0000.00.2311;Mata Atlântica;401.0
0000.00.2312;Cerrado;13.0
0000.00.2313;Cerrado;24.0
0000.00.2313;Mata Atlântica;195.0
0000.00.2314;Pantanal;48317.0
0000.00.2633;Caatinga;4279.5
0000.00.2634;Mata Atlântica;11393.0
0000.00.2653;Caatinga;8.0
0000.00.2659;Caatinga;63.0
0000.00.2660;Caatinga;56.0
0000.00.2661;Caatinga;16.0
0000.00.2664;Caatinga;220.0
0000.00.2665;Caatinga;4.0
0000.00.2668;Cerrado;390.0
0000.00.2670;Cerrado;6.0
0000.00.2685;Mata Atlântica;20.0
0000.00.2687;Mata Atlântica;47.0
0000.00.2702;Mata Atlântica;17.0
0000.00.2705;Mata Atlântica;191.0
0000.00.2707;Mata Atlântica;22.0
0000.00.2708;Amazônia;31.0
0000.00.2709;Amazônia;19.0
0000.00.2711;Mata Atlântica;4020.0
0000.00.2714;Mata Atlântica;54.0
0000.00.2715;Mata Atlântica;79.0
0000.00.2716;Mata Atlântica;67.0
0000.00.2719;Mata Atlântica;155.0
0000.00.2739;Mata Atlântica;4.0
0000.00.2740;Mata Atlântica;11.0
0000.00.2741;Mata Atlântica;157.0
0000.00.2744;Cerrado;2762.0
0000.00.2874;Área Marinha;1360.0
0000.00.3066;Mata Atlântica;37.0
0000.00.3067;Mata Atlântica;15.0
0000.00.3068;Mata Atlântica;144.0
0000.00.3069;Caatinga;102.0
0000.00.3070;Caatinga;263.0
0000.00.3071;Caatinga;41.0
0000.00.3072;Caatinga;12.0
0000.00.3073;Caatinga;44.0
0000.00.3074;Caatinga;91.0
0000.00.3075;Caatinga;4.0
0000.00.3076;Mata Atlântica;8.0
0000.00.3077;Cerrado;15.0
0000.00.3078;Mata Atlântica;7.0
0000.00.3079;Caatinga;36.0
0000.00.3080;Caatinga;19.0
0000.00.3081;Caatinga;5.0
0000.00.3082;Caatinga;200.0
0000.00.3083;Caatinga;15.0
0000.00.3084;Caatinga;7.0
0000.00.3085;Caatinga;27.0
0000.00.3086;Caatinga;216.0
0000.00.3087;Cerrado;90.0
0000.00.3088;Mata Atlântica;2.0
0000.00.3089;Mata Atlântica;30.0
0000.00.3090;Amazônia;41.0
0000.00.3091;Caatinga;103.0
0000.00.3092;Caatinga;14.0
0000.00.3094;Mata Atlântica;14.0
0000.00.3098;Mata Atlântica;14.0
0000.00.3099;Mata Atlântica;44.0
0000.00.3100;Mata Atlântica;45.0
0000.00.3101;Mata Atlântica;212.0
0000.00.3102;Mata Atlântica;201.0
0000.00.3103;Mata Atlântica;14.0
0000.00.3105;Cerrado;270.0
0000.00.3106;Cerrado;81.0
0000.00.3107;Cerrado;60.0
0000.00.3108;Cerrado;318.0
0000.00.3109;Cerrado;48.0
0000.00.3110;Cerrado;107.0
0000.00.3111;Cerrado;71.0
0000.00.3112;Cerrado;26.0
0000.00.3131;Amazônia;666795.0
0000.00.3132;Amazônia;14863.0
0000.00.3132;Área Marinha;6165.0
0000.00.3133;Amazônia;19454.0
0000.00.3133;Área Marinha;7012.0
0000.00.3134;Amazônia;11019.0
0000.00.3134;Área Marinha;17.0
0000.00.3135;Cerrado;12725.666666666666
0000.00.3136;Mata Atlântica;3908.875
0000.00.3137;Mata Atlântica;16429.0
0000.00.3407;Amazônia;152387.0
0000.00.3408;Amazônia;537982.0
0000.00.3409;Amazônia;250433.66666666666
0000.00.3410;Amazônia;298815.0
0000.00.3411;Amazônia;179574.5
0000.00.3432;Área Marinha;67472.0
0000.00.3512;Caatinga;50.0
0000.00.3519;Amazônia;39435.0
0000.00.3633;Área Marinha;40385374.0
0000.00.3642;Mata Atlântica;358.0
0000.00.3642;Área Marinha;6767698.0
0000.00.3643;Mata Atlântica;1.0
0000.00.3643;Área Marinha;38413270.0
0000.00.3644;Área Marinha;4719266.0
0000.00.3651;Amazônia;15568.0
0000.00.3651;Área Marinha;726.0
0000.00.3652;Caatinga;86726.0
0000.00.3653;Amazônia;31170.0
0000.00.3653;Cerrado;9935.5
0000.00.3653;Área Marinha;70861.5
0000.00.3654;Amazônia;18876.0
0000.00.3654;Área Marinha;74593.0
0000.00.3655;Caatinga;84283.16666666667
0000.00.3657;Mata Atlântica;7.0
0000.00.3658;Mata Atlântica;285.0
0000.00.3659;Mata Atlântica;2.0
0000.00.3660;Mata Atlântica;6.0
0000.00.3661;Mata Atlântica;173.0
0000.00.3662;Mata Atlântica;36.0
0000.00.3663;Caatinga;70.0
0000.00.3664;Mata Atlântica;11.0
0000.00.3665;Caatinga;5.0
0000.00.3666;Mata Atlântica;37.0
0000.00.3667;Mata Atlântica;94.0
0000.00.3668;Mata Atlântica;23.0
0000.00.3669;Pampa;32.0
0000.00.3670;Mata Atlântica;2.0
0000.00.3671;Mata Atlântica;34.0
0000.00.3672;Mata Atlântica;29.0
0000.00.3673;Mata Atlântica;6.0
0000.00.3675;Caatinga;49.0
0000.00.3677;Mata Atlântica;346.0
0000.00.3678;Caatinga;25.0
0000.00.3679;Mata Atlântica;100.0
0000.00.3680;Mata Atlântica;6.0
0000.00.3681;Cerrado;74.0
0000.00.3682;Mata Atlântica;114.0
0000.00.3683;Mata Atlântica;76.0
0000.00.3684;Cerrado;1559.0
0000.00.3685;Mata Atlântica;100.0
0000.00.3686;Cerrado;444.0
0000.00.3687;Mata Atlântica;166.0
0000.00.3693;Amazônia;290315.5
0000.00.3694;Caatinga;14617.5
0000.00.3696;Caatinga;45321.0
0000.00.4460;Caatinga;52.0
0000.00.4461;Cerrado;1.0
0000.00.4462;Cerrado;1017.0
0000.00.4463;Cerrado;49.0
0000.00.4464;Cerrado;371.0
0000.00.4465;Mata Atlântica;71.0
0000.00.4466;Caatinga;226.0
0000.00.4467;Cerrado;18.0
0000.00.4468;Mata Atlântica;99.0
0000.00.4469;Cerrado;19.0
0000.00.4470;Mata Atlântica;233.0
0000.00.4471;Cerrado;5.0
0000.00.4472;Cerrado;12.0
0000.00.4473;Cerrado;2.0
0000.00.4474;Cerrado;90.0
0000.00.4475;Cerrado;48.0
0000.00.4476;Cerrado;4.0
0000.00.4477;Cerrado;28.0
0000.00.4478;Mata Atlântica;38.0
0000.00.4479;Cerrado;1748.0
0000.00.4480;Cerrado;2.0
0000.00.4481;Mata Atlântica;19.0
0000.00.4482;Mata Atlântica;5.0
0000.00.4483;Cerrado;5.0
0000.00.4484;Mata Atlântica;9.0
0000.00.4485;Mata Atlântica;2.0
0000.00.4486;Mata Atlântica;10.0
0000.00.4487;Cerrado;6.0
0000.00.4488;Cerrado;33.0
0000.00.4489;Cerrado;7.0
0000.00.4490;Cerrado;68.0
0000.00.4491;Mata Atlântica;89.0
0000.00.4492;Mata Atlântica;184.0
0000.00.4493;Cerrado;41.0
0000.00.4494;Mata Atlântica;67.0
0000.00.4495;Mata Atlântica;4.0
0000.00.4496;Cerrado;212.0
0000.00.4497;Cerrado;1263.0
0000.00.4498;Cerrado;2.0
0000.00.4499;Cerrado;29.0
0000.00.4500;Mata Atlântica;12.0
0000.00.4501;Mata Atlântica;3.0
0000.00.4502;Mata Atlântica;159.0
0000.00.4503;Cerrado;11.0
0000.00.4504;Mata Atlântica;298.0
0000.00.4505;Cerrado;240.0
0000.00.4506;Mata Atlântica;140.0
0000.00.4507;Cerrado;37.0
0000.00.4508;Cerrado;62.0
0000.00.4509;Mata Atlântica;83.0
0000.00.4510;Caatinga;2983.0
0000.00.4511;Mata Atlântica;268.0
0000.00.4512;Mata Atlântica;256.0
0000.00.4513;Cerrado;10.0
0000.00.4514;Cerrado;7.0
0000.00.4515;Mata Atlântica;87.0
0000.00.4516;Mata Atlântica;3.0
0000.00.4517;Mata Atlântica;18.0
0000.00.4518;Mata Atlântica;56.0
0000.00.4519;Mata Atlântica;19.0
0000.00.4520;Mata Atlântica;112.0
0000.00.4521;Mata Atlântica;1.0
0000.00.4522;Amazônia;302.0
0000.00.4523;Mata Atlântica;51.0
0000.00.4524;Mata Atlântica;70.0
0000.00.4525;Mata Atlântica;29.0
0000.00.4526;Cerrado;8.0
0000.00.4527;Cerrado;55.0
0000.00.4528;Mata Atlântica;133.0
0000.00.4529;Caatinga;11.0
0000.00.4530;Cerrado;2.0
0000.00.4531;Mata Atlântica;22.0
0000.00.4532;Mata Atlântica;11.0
0000.00.4533;Cerrado;9.0
0000.00.4534;Amazônia;558.0
0000.00.4535;Cerrado;190.0
0000.00.4536;Mata Atlântica;5.0
0000.00.4537;Mata Atlântica;2398.0
0000.00.4543;Cerrado;21.0
0000.00.4544;Mata Atlântica;49.0
0000.00.4545;Cerrado;40.0
0000.00.4546;Mata Atlântica;90.0
0000.00.4547;Caatinga;6.0
0000.00.4548;Mata Atlântica;9.0
0000.00.4549;Mata Atlântica;26.0
0000.00.4550;Cerrado;53.0
0000.00.4552;Caatinga;137.0
0000.00.4553;Cerrado;126.0
0000.00.4581;Caatinga;5091.333333333333
0000.00.4617;Amazônia;109485.0
0000.00.4777;Amazônia;5249.5
0000.00.4777;Área Marinha;4885.25
0000.00.4780;Amazônia;7514.0
0000.00.4780;Área Marinha;3876.0
0000.00.4854;Amazônia;15290.0
0000.00.4855;Cerrado;16194.0
0000.11.0739;Amazônia;4095.0
0000.11.0740;Amazônia;87890.5
0000.11.0743;Amazônia;8929.0
0000.11.0744;Amazônia;9512.0
0000.11.0745;Amazônia;601.0
0000.11.0746;Amazônia;1450.0
0000.11.0747;Amazônia;2452.0
0000.11.0748;Amazônia;1815.0
0000.11.0749;Amazônia;815.0
0000.11.0750;Amazônia;1253.0
0000.11.0751;Amazônia;5568.0
0000.11.0752;Amazônia;3058.0
0000.11.0753;Amazônia;9924.0
0000.11.0754;Amazônia;17923.0
0000.11.0755;Amazônia;964.0
0000.11.0756;Amazônia;278.0
0000.11.0757;Amazônia;860.0
0000.11.0758;Amazônia;47356.0
0000.11.0759;Amazônia;11221.0
0000.11.0760;Amazônia;725.0
0000.11.0761;Amazônia;456.0
0000.11.0763;Amazônia;2568.0
0000.11.0764;Amazônia;68993.0
0000.11.0765;Amazônia;110586.5
0000.11.0767;Amazônia;59137.0
0000.11.0768;Amazônia;88960.0
0000.11.0770;Amazônia;24150.0
0000.11.0771;Amazônia;1757.0
0000.11.0772;Amazônia;346248.0
0000.11.0773;Amazônia;62141.5
0000.11.0774;Amazônia;36439.0
0000.11.0775;Amazônia;74347.5
0000.11.0776;Amazônia;65698.0
0000.11.0777;Amazônia;101352.0
0000.11.0778;Amazônia;1153.0
0000.11.1495;Amazônia;126693.0
0000.11.2059;Amazônia;1086.0
0000.11.2065;Amazônia;5638.0
0000.11.4407;Amazônia;57539.0
0000.11.4426;Amazônia;18839.0
0000.11.4430;Amazônia;23186.0
0000.11.4431;Amazônia;9205.0
0000.11.4441;Amazônia;30834.0
0000.11.4444;Amazônia;113814.0
0000.11.4445;Amazônia;89833.0
0000.11.4448;Amazônia;89540.0
0000.11.4454;Amazônia;1680.0
0000.11.4641;Amazônia;10529.0
0000.11.4643;Amazônia;152.0
0000.12.0939;Amazônia;230152.33333333334
0000.12.0940;Amazônia;15010.0
0000.12.0941;Amazônia;5177.0
0000.12.1983;Amazônia;25654.0
0000.12.2041;Amazônia;126360.0
0000.12.2044;Amazônia;216062.0
0000.12.2046;Amazônia;143897.0
0000.12.2048;Amazônia;57629.0
0000.13.0981;Amazônia;575870.5
0000.13.0982;Amazônia;218098.0
0000.13.0983;Amazônia;110814.0
0000.13.0984;Amazônia;22758.0
0000.13.0985;Amazônia;2421944.0
0000.13.0986;Amazônia;659976.0
0000.13.0987;Amazônia;200228.75
0000.13.0988;Amazônia;214317.0
0000.13.0989;Amazônia;620306.0
0000.13.0990;Amazônia;211731.5
0000.13.0991;Amazônia;106162.5
0000.13.0992;Amazônia;74044.0
0000.13.0993;Amazônia;408561.0
0000.13.0994;Amazônia;153913.0
0000.13.0995;Amazônia;27968.5
0000.13.0996;Amazônia;568331.0
0000.13.0997;Amazônia;201599.0
0000.13.0998;Amazônia;182759.0
0000.13.0999;Amazônia;328746.0
0000.13.1000;Amazônia;83495.0
0000.13.1001;Amazônia;481109.0
0000.13.1002;Amazônia;27051.0
0000.13.1003;Amazônia;449812.0
0000.13.1004;Amazônia;71101.0
0000.13.1006;Amazônia;77951.0
0000.13.1007;Amazônia;148118.0
0000.13.1008;Amazônia;1869856.0
0000.13.1009;Amazônia;796216.0
0000.13.1010;Amazônia;53.0
0000.13.1011;Amazônia;38288.0
0000.13.1506;Amazônia;212365.0
0000.13.1573;Amazônia;290393.5
0000.13.1730;Amazônia;34326.333333333336
0000.13.1731;Amazônia;440705.0
0000.13.1732;Amazônia;131540.0
0000.13.1733;Amazônia;197950.0
0000.13.1735;Amazônia;177011.0
0000.13.1736;Amazônia;254803.0
0000.13.1737;Amazônia;150591.0
0000.13.1977;Amazônia;139817.0
0000.13.3182;Amazônia;86029.0
0000.14.4382;Amazônia;244223.0
0000.14.4385;Amazônia;622843.0
0000.14.4398;Amazônia;1521202.0
0000.14.4914;Amazônia;220688.0
0000.15.1021;Amazônia;25032.0
0000.15.1022;Amazônia;1398.0
0000.15.1023;Amazônia;410402.8181818182
0000.15.1023;Área Marinha;946.5454545454545
0000.15.1024;Amazônia;2818.0
0000.15.1024;Área Marinha;292.0
0000.15.1025;Amazônia;2823.5
0000.15.1026;Amazônia;26704.0
0000.15.1027;Amazônia;1503.0
0000.15.1028;Amazônia;57418.0
0000.15.1029;Amazônia;81176.14285714286
0000.15.1030;Amazônia;11231.0
0000.15.1031;Amazônia;14582.5
0000.15.1032;Amazônia;3615.0
0000.15.1033;Amazônia;586583.0
0000.15.1034;Amazônia;1049653.75
0000.15.1035;Amazônia;307007.5
0000.15.1036;Amazônia;439245.0
0000.15.1037;Amazônia;785897.5
0000.15.1038;Amazônia;902520.25
0000.15.1039;Amazônia;839828.0
0000.15.1881;Amazônia;1592.25
0000.15.2042;Amazônia;65349.0
0000.15.3478;Amazônia;4036.0
0000.15.3479;Amazônia;339.0
0000.15.3480;Amazônia;22969.0
0000.15.3481;Amazônia;7054.0
0000.15.3828;Amazônia;229.0
0000.15.3828;Área Marinha;27.0
0000.16.0291;Amazônia;156.0
0000.16.0291;Área Marinha;120.0
0000.16.0292;Amazônia;291196.3333333333
0000.16.0293;Amazônia;21873.0
0000.16.0885;Amazônia;263350.55555555556
0000.16.0886;Amazônia;149.0
0000.17.1486;Cerrado;158973.0
0000.17.1487;Cerrado;100413.0
0000.17.1488;Cerrado;10750.0
0000.17.1489;Cerrado;32549.0
0000.17.1491;Cerrado;5199.0
0000.17.1492;Cerrado;4741.666666666667
0000.17.1493;Amazônia;4646.5
0000.17.1494;Cerrado;25150.666666666668
0000.17.1497;Cerrado;63859.0
0000.17.1498;Cerrado;27970.75
0000.17.1499;Cerrado;44983.333333333336
0000.17.1500;Cerrado;50143.0
0000.17.1501;Cerrado;174447.44444444444
0000.21.1882;Amazônia;3165.0
0000.21.1885;Amazônia;89945.08333333333
0000.21.1885;Área Marinha;129538.16666666667
0000.21.1886;Área Marinha;45129.0
0000.21.1887;Amazônia;74593.27272727272
0000.21.1887;Cerrado;766.0909090909091
0000.21.1887;Área Marinha;3199.8636363636365
0000.21.1888;Amazônia;20965.117647058825
0000.21.1888;Cerrado;54928.41176470588
0000.21.1888;Área Marinha;15778.882352941177
0000.21.1889;Cerrado;50955.75
0000.21.1889;Área Marinha;574.0
0000.21.1890;Amazônia;177.5
0000.21.1891;Amazônia;121.0
0000.21.1892;Cerrado;58582.5
0000.21.1893;Amazônia;2190.0
0000.21.1963;Cerrado;167071.0
0000.21.3543;Área Marinha;34188.0
0000.21.3544;Área Marinha;45133.0
0000.22.3723;Caatinga;24715.0
0000.22.4800;Cerrado;3658.0
0000.22.4801;Caatinga;1863.5
0000.22.4805;Caatinga;5394.25
0000.22.4806;Cerrado;109.0
0000.22.4807;Caatinga;13517.0
0000.22.4807;Cerrado;5781.0
0000.22.4808;Caatinga;22759.0
0000.22.4809;Caatinga;53.0
0000.22.4809;Área Marinha;4.0
0000.22.4811;Cerrado;12014.2
0000.22.4812;Cerrado;39973.333333333336
0000.22.4827;Caatinga;4636.0
0000.22.4828;Cerrado;11489.0
0000.22.4841;Cerrado;1529.0
0000.22.4842;Caatinga;654.0
0000.22.4991;Caatinga;8634.666666666666
0000.23.0946;Caatinga;3779.875
0000.23.0947;Área Marinha;4794.0
0000.23.0948;Caatinga;2151.0
0000.23.0949;Caatinga;1680.0
0000.23.0949;Área Marinha;11.0
0000.23.0950;Caatinga;4294.0
0000.23.0950;Área Marinha;217.0
0000.23.0951;Caatinga;1366.5
0000.23.0951;Área Marinha;2.0
0000.23.0952;Caatinga;482.0
0000.23.0953;Caatinga;3169.0
0000.23.0954;Caatinga;3470.0
0000.23.0955;Caatinga;441.0
0000.23.0956;Caatinga;779.5
0000.23.0957;Caatinga;3909.0
0000.23.0958;Caatinga;498.0
0000.23.0959;Caatinga;969.0
0000.23.0959;Área Marinha;1.3333333333333333
0000.23.0960;Caatinga;28782.0
0000.23.0961;Caatinga;31.0
0000.23.0962;Caatinga;1972.5
0000.23.0963;Caatinga;390.75
0000.23.0963;Área Marinha;4.75
0000.23.1930;Caatinga;95.0
0000.23.1931;Caatinga;199.0
0000.23.1932;Caatinga;57.0
0000.23.1933;Caatinga;5000.0
0000.23.3483;Caatinga;135.66666666666666
0000.23.3707;Caatinga;18.0
0000.23.3713;Caatinga;15.0
0000.23.3729;Caatinga;39.0
0000.23.3807;Caatinga;11.0
0000.23.3947;Caatinga;4.5
0000.23.4064;Caatinga;137.0
0000.23.4129;Caatinga;33.0
0000.23.4246;Caatinga;21103.0
0000.23.4260;Caatinga;7.0
0000.23.4261;Caatinga;1839.5
0000.23.4273;Caatinga;10.0
0000.23.4275;Caatinga;41.0
0000.23.4278;Caatinga;594.0
