codigo_uc;municipio;uf
0000.00.0210;ORIXIMINÁ;PA
0000.00.0211;MARABÁ;PA
0000.00.0211;SÃO FÉLIX DO XINGU;PA
0000.00.0212;DUQUE DE CAXIAS;RJ
0000.00.0212;MIGUEL PEREIRA;RJ
0000.00.0212;NOVA IGUAÇU;RJ
0000.00.0212;PETRÓPOLIS;RJ
0000.00.0213;PRESIDENTE FIGUEIREDO;AM
0000.00.0213;SÃO SEBASTIÃO DO UATUMÃ;AM
0000.00.0213;URUCARÁ;AM
0000.00.0214;BOMBINHAS;SC
0000.00.0214;FLORIANÓPOLIS;SC
0000.00.0214;GOVERNADOR CELSO RAMOS;SC
0000.00.0215;SILVA JARDIM;RJ
0000.00.0216;ALTAMIRA;PA
0000.00.0216;NOVO PROGRESSO;PA
0000.00.0217;CASIMIRO DE ABREU;RJ
0000.00.0217;MACAÉ;RJ
0000.00.0217;RIO DAS OSTRAS;RJ
0000.00.0218;GURUPÁ;PA
0000.00.0219;COCOS;BA
0000.00.0219;JABORANDI;BA
0000.00.0220;FONTE BOA;AM
0000.00.0220;JAPURÁ;AM
0000.00.0220;MARAÃ;AM
0000.00.0221;GUAJARÁ-MIRIM;RO
0000.00.0222;ASSIS BRASIL;AC
0000.00.0222;BRASILÉIA;AC
0000.00.0222;CAPIXABA;AC
0000.00.0222;EPITACIOLÂNDIA;AC
0000.00.0222;RIO BRANCO;AC
0000.00.0222;SENA MADUREIRA;AC
0000.00.0222;XAPURI;AC
0000.00.0223;SANTARÉM NOVO;PA
0000.00.0223;SÃO JOÃO DE PIRABAS;PA
0000.00.0225;ÁGUA DOCE DO MARANHÃO;MA
0000.00.0225;ARAIOSES;MA
0000.00.0225;ILHA GRANDE;PI
0000.00.0226;DAVINÓPOLIS;MA
0000.00.0226;SENADOR LA ROCQUE;MA
0000.00.0227;MARACANÃ;PA
0000.00.0228;SÃO JOÃO DA PONTA;PA
0000.00.0230;JURUÁ;AM
0000.00.0230;UARINI;AM
0000.00.0231;AQUIRAZ;CE
0000.00.0232;MANOEL URBANO;AC
0000.00.0232;SENA MADUREIRA;AC
0000.00.0233;PORTO VELHO;RO
0000.00.0234;CANANÉIA;SP
0000.00.0235;CARAUARI;AM
0000.00.0238;GUAJARÁ-MIRIM;RO
0000.00.0239;JUTAÍ;AM
0000.00.0240;BURITI DO TOCANTINS;TO
0000.00.0240;CARRASCO BONITO;TO
0000.00.0240;SAMPAIO;TO
0000.00.0241;BAIÃO;PA
0000.00.0242;MANICORÉ;AM
0000.00.0243;CURUÇÁ;PA
0000.00.0244;PORTO DE MOZ;PA
0000.00.0245;CACHOEIRA;BA
0000.00.0245;MARAGOGIPE;BA
0000.00.0245;SÃO FÉLIX;BA
0000.00.0246;JEQUIÁ DA PRAIA;AL
0000.00.0247;AUGUSTO CORRÊA;PA
0000.00.0247;VISEU;PA
0000.00.0248;BRAGANÇA;PA
0000.00.0249;VISEU;PA
0000.00.0250;TRACUATEUA;PA
0000.00.0251;ARARUAMA;RJ
0000.00.0251;ARRAIAL DO CABO;RJ
0000.00.0251;CABO FRIO;RJ
0000.00.0252;PORTO SEGURO;BA
0000.00.0252;PRADO;BA
0000.00.0253;BELMONTE;BA
0000.00.0253;CANAVIEIRAS;BA
0000.00.0253;UNA;BA
0000.00.0254;SOURE;PA
0000.00.0255;FLORIANÓPOLIS;SC
0000.00.0256;GUAJARÁ-MIRIM;RO
0000.00.0256;NOVA MAMORÉ;RO
0000.00.0257;CRUZEIRO DO SUL;AC
0000.00.0257;CURITIBA;PR
0000.00.0257;IPIXUNA;AM
0000.00.0257;MARECHAL THAUMATURGO;AC
0000.00.0257;PORTO WALTER;AC
0000.00.0257;TARAUACÁ;AC
0000.00.0258;ALTAMIRA;PA
0000.00.0259;AVEIRO;PA
0000.00.0259;SANTARÉM;PA
0000.00.0260;PORTO DE MOZ;PA
0000.00.0261;ABELARDO LUZ;SC
0000.00.0261;CLEVELÂNDIA;PR
0000.00.0261;PALMAS;PR
0000.00.0262;PASSOS MAIA;SC
0000.00.0262;PONTE SERRADA;SC
0000.00.0263;GUAPIMIRIM;RJ
0000.00.0263;ITABORAÍ;RJ
0000.00.0263;SÃO GONÇALO;RJ
0000.00.0264;ITAITUBA;PA
0000.00.0264;NOVO PROGRESSO;PA
0000.00.0265;ALTAMIRA;PA
0000.00.0265;ITAITUBA;PA
0000.00.0265;RURÓPOLIS;PA
0000.00.0265;TRAIRÃO;PA
0000.00.0266;ITAITUBA;PA
0000.00.0266;NOVO PROGRESSO;PA
0000.00.0267;ALTAMIRA;PA
0000.00.0267;ITAITUBA;PA
0000.00.0267;TRAIRÃO;PA
0000.00.0268;ITAITUBA;PA
0000.00.0268;JACAREACANGA;PA
0000.00.0268;NOVO PROGRESSO;PA
0000.00.0268;TRAIRÃO;PA
0000.00.0269;LARANJEIRAS;SE
0000.00.0269;NOSSA SENHORA DO SOCORRO;SE
0000.00.0270;ITAITUBA;PA
0000.00.0270;JACAREACANGA;PA
0000.00.0271;ITAITUBA;PA
0000.00.0271;JACAREACANGA;PA
0000.00.0271;MAUÉS;AM
0000.00.0272;CAROLINA;MA
0000.00.0272;ESTREITO;MA
0000.00.0272;RIACHÃO;MA
0000.00.0273;OEIRAS DO PARÁ;PA
0000.00.0274;JORDÃO;AC
0000.00.0274;MARECHAL THAUMATURGO;AC
0000.00.0274;TARAUACÁ;AC
0000.00.0275;CIANORTE;PR
0000.00.0275;TUNEIRAS DO OESTE;PR
0000.00.0276;FERNANDES PINHEIRO;PR
0000.00.0276;IMBITUVA;PR
0000.00.0276;IPIRANGA;PR
0000.00.0276;TEIXEIRA SOARES;PR
0000.00.0277;CARAMBEÍ;PR
0000.00.0277;CASTRO;PR
0000.00.0277;PONTA GROSSA;PR
0000.00.0278;GENERAL CARNEIRO;PR
0000.00.0278;PALMAS;PR
0000.00.0279;APICUM-AÇU;MA
0000.00.0279;BACURI;MA
0000.00.0279;CURURUPU;MA
0000.00.0279;SERRANO DO MARANHÃO;MA
0000.00.0280;ALTAMIRA;PA
0000.00.0281;APIACÁS;MT
0000.00.0281;APUÍ;AM
0000.00.0281;COTRIGUAÇU;MT
0000.00.0281;MAUÉS;AM
0000.00.0281;NOVA BANDEIRANTES;MT
0000.00.0282;CURRALINHO;PA
0000.00.0282;SÃO SEBASTIÃO DA BOA VISTA;PA
0000.00.0283;BARCELOS;AM
0000.00.0284;COLNIZA;MT
0000.00.0284;MACHADINHO D'OESTE;RO
0000.00.0284;MANICORÉ;AM
0000.00.0284;NOVO ARIPUANÃ;AM
0000.00.0285;BOCA DO ACRE;AM
0000.00.0286;GUARANI DE GOIÁS;GO
0000.00.0286;SÃO DOMINGOS;GO
0000.00.0287;ARUANÃ;GO
0000.00.0288;GURUPÁ;PA
0000.00.0288;MELGAÇO;PA
0000.00.1040;PALMAS;TO
0000.00.1041;ALMAS;TO
0000.00.1042;ALVARÃES;AM
0000.00.1043;ABREULÂNDIA;TO
0000.00.1044;ITÁPOLIS;SP
0000.00.1045;CARAGUATATUBA;SP
0000.00.1046;MONTEIRO LOBATO;SP
0000.00.1047;SÃO PAULO;SP
0000.00.1048;MAIRIPORÃ;SP
0000.00.1049;IBIÚNA;SP
0000.00.1050;JAÚ;SP
0000.00.1051;MOGI MIRIM;SP
0000.00.1052;ARAÇARIGUAMA;SP
0000.00.1053;UBATUBA;SP
0000.00.1054;TAPIRAÍ;SP
0000.00.1055;ARAÇOIABA DA SERRA;SP
0000.00.1056;SÃO JOSÉ DOS CAMPOS;SP
0000.00.1057;PETRÓPOLIS;RJ
0000.00.1058;CAFELÂNDIA;SP
0000.00.1059;IBIÚNA;SP
0000.00.1060;IBIÚNA;SP
0000.00.1061;GUAPIARA;SP
0000.00.1062;CRUZEIRO;SP
0000.00.1063;JAGUARIÚNA;SP
0000.00.1064;ARAÇOIABA DA SERRA;SP
0000.00.1065;SÃO SEBASTIÃO;SP
0000.00.1066;BRAGANÇA PAULISTA;SP
0000.00.1067;SERRA AZUL;SP
0000.00.1068;ITAPEVI;SP
0000.00.1069;JOANÓPOLIS;SP
0000.00.1070;SÃO SEBASTIÃO;SP
0000.00.1071;SANTANA DE PARNAÍBA;SP
0000.00.1072;PIRAPORA DO BOM JESUS;SP
0000.00.1073;BRAGANÇA PAULISTA;SP
0000.00.1074;ATIBAIA;SP
0000.00.1075;CUBATÃO;SP
0000.00.1076;SÃO LUIZ DO PARAITINGA;SP
0000.00.1077;AREIA BRANCA;SE
0000.00.1078;ALFREDO WAGNER;SC
0000.00.1079;ANTÔNIO CARLOS;SC
0000.00.1080;ANTÔNIO CARLOS;SC
0000.00.1081;CORUPÁ;SC
0000.00.1082;BALNEÁRIO CAMBORIÚ;SC
0000.00.1083;ITAPOÁ;SC
0000.00.1084;FLORIANÓPOLIS;SC
0000.00.1085;NOVA TRENTO;SC
0000.00.1086;BLUMENAU;SC
0000.00.1088;SÃO JOAQUIM;SC
0000.00.1089;ITUPORANGA;SC
0000.00.1090;ANTÔNIO CARLOS;SC
0000.00.1091;BRUSQUE;SC
0000.00.1092;BRUSQUE;SC
0000.00.1093;SANTA ROSA DE LIMA;SC
0000.00.1094;SÃO FRANCISCO DO SUL;SC
0000.00.1095;FLORIANÓPOLIS;SC
0000.00.1096;SÃO BENTO DO SUL;SC
0000.00.1097;JOINVILLE;SC
0000.00.1098;BLUMENAU;SC
0000.00.1099;ÁGUA DOCE;SC
0000.00.1100;SÃO JOSÉ;SC
0000.00.1101;PAULO LOPES;SC
0000.00.1102;SÃO PEDRO DE ALCÂNTARA;SC
0000.00.1103;BARRA DO RIBEIRO;RS
0000.00.1104;PORTO ALEGRE;RS
0000.00.1105;SÃO BORJA;RS
0000.00.1106;TORRES;RS
0000.00.1107;HUMAITÁ;RS
0000.00.1108;PORTO ALEGRE;RS
0000.00.1110;SÃO FRANCISCO DE ASSIS;RS
0000.00.1111;PORTO ALEGRE;RS
0000.00.1112;SÃO FRANCISCO DE PAULA;RS
0000.00.1113;VIAMÃO;RS
0000.00.1114;MARAÚ;BA
0000.00.1115;PEDRO OSÓRIO;RS
0000.00.1116;DOM PEDRITO;RS
0000.00.1117;DOM PEDRITO;RS
0000.00.1118;DOM PEDRITO;RS
0000.00.1119;ENCRUZILHADA DO SUL;RS
0000.00.1120;MARIANA PIMENTEL;RS
0000.00.1121;PELOTAS;RS
0000.00.1122;VIAMÃO;RS
0000.00.1123;CANELA;RS
0000.00.1124;SANTA VITÓRIA DO PALMAR;RS
0000.00.1125;VIAMÃO;RS
0000.00.1126;PIRATINI;RS
0000.00.1127;BOA VISTA;RR
0000.00.1129;BOA VISTA;RR
0000.00.1130;TEIXEIRÓPOLIS;RO
0000.00.1131;PORTO VELHO;RO
0000.00.1132;PIMENTA BUENO;RO
0000.00.1133;CACOAL;RO
0000.00.1134;PIMENTA BUENO;RO
0000.00.1135;CORUMBÁ;MS
0000.00.1137;BAÍA FORMOSA;RN
0000.00.1138;JUCURUTU;RN
0000.00.1139;RIO CLARO;RJ
0000.00.1140;VALENÇA;RJ
0000.00.1141;TERESÓPOLIS;RJ
0000.00.1142;ANGRA DOS REIS;RJ
0000.00.1143;MANGARATIBA;RJ
0000.00.1144;RIO CLARO;RJ
0000.00.1145;PETRÓPOLIS;RJ
0000.00.1146;RIO DE JANEIRO;RJ
0000.00.1147;ENGENHEIRO PAULO DE FRONTIN;RJ
0000.00.1148;SAQUAREMA;RJ
0000.00.1149;MAGÉ;RJ
0000.00.1151;SILVA JARDIM;RJ
0000.00.1152;PETRÓPOLIS;RJ
0000.00.1153;ITAGUAÍ;RJ
0000.00.1154;SILVA JARDIM;RJ
0000.00.1155;CASIMIRO DE ABREU;RJ
0000.00.1156;MANGARATIBA;RJ
0000.00.1157;SILVA JARDIM;RJ
0000.00.1158;BOA VISTA;RR
0000.00.1159;SILVA JARDIM;RJ
0000.00.1160;MAGÉ;RJ
0000.00.1161;RIO DE JANEIRO;RJ
0000.00.1162;RIO CLARO;RJ
0000.00.1163;NOVA FRIBURGO;RJ
0000.00.1164;SILVA JARDIM;RJ
0000.00.1165;NOVA FRIBURGO;RJ
0000.00.1166;PETRÓPOLIS;RJ
0000.00.1167;SILVA JARDIM;RJ
0000.00.1168;ITAGUAÍ;RJ
0000.00.1169;TERESÓPOLIS;RJ
0000.00.1170;BOM JARDIM;RJ
0000.00.1172;SILVA JARDIM;RJ
0000.00.1173;ITAGUAÍ;RJ
0000.00.1175;RIO DE JANEIRO;RJ
0000.00.1176;RIO CLARO;RJ
0000.00.1177;SILVA JARDIM;RJ
0000.00.1179;NOVA IGUAÇU;RJ
0000.00.1180;SENGÉS;PR
0000.00.1181;QUEDAS DO IGUAÇU;PR
0000.00.1182;PRADO;BA
0000.00.1183;GENERAL CARNEIRO;PR
0000.00.1184;GUARAQUEÇABA;PR
0000.00.1186;PALMEIRA;PR
0000.00.1187;BOCAIÚVA DO SUL;PR
0000.00.1188;LAPA;PR
0000.00.1189;MORRETES;PR
0000.00.1191;BONITO;MS
0000.00.1192;PIRACURUCA;PI
0000.00.1193;TERESINA;PI
0000.00.1194;CASTELO DO PIAUÍ;PI
0000.00.1195;BURITI DOS LOPES;PI
0000.00.1196;ALTOS;PI
0000.00.1197;FLORESTA;PE
0000.00.1198;ALTINHO;PE
0000.00.1199;MORENO;PE
0000.00.1200;JAQUEIRA;PE
0000.00.1201;IPOJUCA;PE
0000.00.1202;SALOÁ;PE
0000.00.1203;BETÂNIA;PE
0000.00.1204;SÃO JOSÉ DOS CORDEIROS;PB
0000.00.1205;CATINGUEIRA;PB
0000.00.1205;EMAS;PB
0000.00.1206;SANTA RITA;PB
0000.00.1207;ARARUNA;PB
0000.00.1208;SANTA TERESINHA;PB
0000.00.1209;SÃO JOÃO DO CARIRI;PB
0000.00.1210;SOLÂNEA;PB
0000.00.1211;SAPÉ;PB
0000.00.1212;MARABÁ;PA
0000.00.1213;BARCARENA;PA
0000.00.1214;MARABÁ;PA
0000.00.1216;MOJU;PA
0000.00.1217;CUIABÁ;MT
0000.00.1218;POCONÉ;MT
0000.00.1223;RONDONÓPOLIS;MT
0000.00.1224;APIACÁS;MT
0000.00.1225;CHAPADA DOS GUIMARÃES;MT
0000.00.1226;NOVA CANAÃ DO NORTE;MT
0000.00.1227;NOVA CANAÃ DO NORTE;MT
0000.00.1228;CÁCERES;MT
0000.00.1229;ÁGUA BOA;MT
0000.00.1230;APIACÁS;MT
0000.00.1231;BARÃO DE MELGAÇO;MT
0000.00.1232;CORUMBÁ;MS
0000.00.1233;CORUMBÁ;MS
0000.00.1234;BONITO;MS
0000.00.1235;CANAVIEIRA;PI
0000.00.1236;SETE QUEDAS;MS
0000.00.1237;BELA VISTA;MS
0000.00.1239;SÃO BENTO DO NORTE;RN
0000.00.1240;BONITO;MS
0000.00.1241;DOIS IRMÃOS DO BURITI;MS
0000.00.1242;AQUIDAUANA;MS
0000.00.1243;CORUMBÁ;MS
0000.00.1244;MARACAJU;MS
0000.00.1245;CAMPO GRANDE;MS
0000.00.1247;SANTA BÁRBARA;MG
0000.00.1248;MANGA;MG
0000.00.1249;JURAMENTO;MG
0000.00.1250;PRESIDENTE OLEGÁRIO;MG
0000.00.1251;PERDIZES;MG
0000.00.1252;PARACATU;MG
0000.00.1253;PARACATU;MG
0000.00.1254;CARATINGA;MG
0000.00.1255;IPABA;MG
0000.00.1256;JOÃO MONLEVADE;MG
0000.00.1257;IBIÁ;MG
0000.00.1258;UBERLÂNDIA;MG
0000.00.1259;NOVA PONTE;MG
0000.00.1262;UNAÍ;MG
0000.00.1263;ARINOS;MG
0000.00.1264;DIAMANTINA;MG
0000.00.1265;MATOZINHOS;MG
0000.00.1266;SALTO DA DIVISA;MG
0000.00.1267;SIMONÉSIA;MG
0000.00.1268;SERRA DO SALITRE;MG
0000.00.1269;SÃO GONÇALO DO RIO ABAIXO;MG
0000.00.1270;BOCAINA DE MINAS;MG
0000.00.1271;TUPACIGUARA;MG
0000.00.1272;CONGONHAS;MG
0000.00.1273;SÃO ROQUE DE MINAS;MG
0000.00.1274;PARACATU;MG
0000.00.1275;ROSÁRIO DA LIMEIRA;MG
0000.00.1276;SANTANA DO RIACHO;MG
0000.00.1277;DESCOBERTO;MG
0000.00.1279;ANTÔNIO DIAS;MG
0000.00.1280;SANTA BÁRBARA;MG
0000.00.1281;FERVEDOURO;MG
0000.00.1283;SÃO ROQUE DE MINAS;MG
0000.00.1284;RIO NOVO;MG
0000.00.1285;BOCAINA DE MINAS;MG
0000.00.1286;PARAOPEBA;MG
0000.00.1287;CORAÇÃO DE JESUS;MG
0000.00.1288;SÃO JOÃO NEPOMUCENO;MG
0000.00.1289;OLARIA;MG
0000.00.1290;EXTREMA;MG
0000.00.1291;PAINEIRAS;MG
0000.00.1292;AIURUOCA;MG
0000.00.1293;CORINTO;MG
0000.00.1294;LIMA DUARTE;MG
0000.00.1296;PIRANGA;MG
0000.00.1297;SANTOS DUMONT;MG
0000.00.1298;BETIM;MG
0000.00.1299;POTÉ;MG
0000.00.1301;ANDRELÂNDIA;MG
0000.00.1302;CONGONHAS;MG
0000.00.1303;DESCOBERTO;MG
0000.00.1304;SANTA BÁRBARA DO MONTE VERDE;MG
0000.00.1305;CONCEIÇÃO DO PARÁ;MG
0000.00.1306;NOVA LIMA;MG
0000.00.1307;BRUMADINHO;MG
0000.00.1308;IJACI;MG
0000.00.1309;TOLEDO;MG
0000.00.1310;ESPERA FELIZ;MG
0000.00.1311;MONTE SIÃO;MG
0000.00.1312;CLÁUDIO;MG
0000.00.1313;SÃO JOÃO NEPOMUCENO;MG
0000.00.1314;AÇAILÂNDIA;MA
0000.00.1315;AÇAILÂNDIA;MA
0000.00.1316;ROSÁRIO;MA
0000.00.1317;BACABAL;MA
0000.00.1318;SÃO BENEDITO DO RIO PRETO;MA
0000.00.1319;ARAIOSES;MA
0000.00.1320;SÃO LUÍS;MA
0000.00.1321;CODÓ;MA
0000.00.1322;SÃO LUÍS;MA
0000.00.1323;SÃO JOSÉ DE RIBAMAR;MA
0000.00.1324;SÃO LUÍS;MA
0000.00.1325;ALTO PARAÍSO DE GOIÁS;GO
0000.00.1326;NOVA CRIXÁS;GO
0000.00.1327;CAMPESTRE DE GOIÁS;GO
0000.00.1328;BRITÂNIA;GO
0000.00.1329;ARUANÃ;GO
0000.00.1330;ALTO PARAÍSO DE GOIÁS;GO
0000.00.1331;PIRENÓPOLIS;GO
0000.00.1332;ITABELA;BA
0000.00.1333;ALTO PARAÍSO DE GOIÁS;GO
0000.00.1335;CRISTALINA;GO
0000.00.1336;PIRENÓPOLIS;GO
0000.00.1337;PARAÚNA;GO
0000.00.1338;CORUMBÁ DE GOIÁS;GO
0000.00.1339;SERRANÓPOLIS;GO
0000.00.1340;CRISTALINA;GO
0000.00.1341;TROMBAS;GO
0000.00.1342;PLANALTINA;GO
0000.00.1343;ALTO PARAÍSO DE GOIÁS;GO
0000.00.1344;COCALZINHO DE GOIÁS;GO
0000.00.1345;PLANALTINA;GO
0000.00.1346;COLINAS DO SUL;GO
0000.00.1347;ALTO PARAÍSO DE GOIÁS;GO
0000.00.1348;PADRE BERNARDO;GO
0000.00.1349;CIDADE OCIDENTAL;GO
0000.00.1350;PIRENÓPOLIS;GO
0000.00.1351;ALTO PARAÍSO DE GOIÁS;GO
0000.00.1352;PLANALTINA;GO
0000.00.1353;COCALZINHO DE GOIÁS;GO
0000.00.1354;PIRENÓPOLIS;GO
0000.00.1355;CAVALCANTE;GO
0000.00.1357;TEREZÓPOLIS DE GOIÁS;GO
0000.00.1359;APORÉ;GO
0000.00.1360;ALTO PARAÍSO DE GOIÁS;GO
0000.00.1361;PIRENÓPOLIS;GO
0000.00.1362;GOIANÁPOLIS;GO
0000.00.1363;HIDROLÂNDIA;GO
0000.00.1364;ITABERAÍ;GO
0000.00.1365;CIDADE OCIDENTAL;GO
0000.00.1366;GOIÂNIA;GO
0000.00.1367;SANTO ANTÔNIO DO DESCOBERTO;GO
0000.00.1368;CAVALCANTE;GO
0000.00.1370;MONTANHA;ES
0000.00.1371;CONCEIÇÃO DA BARRA;ES
0000.00.1372;BRASÍLIA;DF
0000.00.1373;BRASÍLIA;DF
0000.00.1374;BRASÍLIA;DF
0000.00.1375;BRASÍLIA;DF
0000.00.1377;PARAMBU;CE
0000.00.1378;CRATEÚS;CE
0000.00.1379;ITAPIPOCA;CE
0000.00.1380;QUIXERAMOBIM;CE
0000.00.1381;QUIXADÁ;CE
0000.00.1382;PACATUBA;CE
0000.00.1383;GENERAL SAMPAIO;CE
0000.00.1384;AMONTADA;CE
0000.00.1385;BARBALHA;CE
0000.00.1387;BARRA;BA
0000.00.1388;MALHADA;BA
0000.00.1389;MALHADA;BA
0000.00.1390;MALHADA;BA
0000.00.1391;MALHADA;BA
0000.00.1392;MALHADA;BA
0000.00.1393;MALHADA;BA
0000.00.1394;ITANAGRA;BA
0000.00.1395;IBOTIRAMA;BA
0000.00.1396;COCOS;BA
0000.00.1397;PALMAS DE MONTE ALTO;BA
0000.00.1398;QUEIMADAS;BA
0000.00.1399;COCOS;BA
0000.00.1400;COCOS;BA
0000.00.1401;CARAVELAS;BA
0000.00.1402;PIRAÍ DO NORTE;BA
0000.00.1403;ITACARÉ;BA
0000.00.1404;ESPLANADA;BA
0000.00.1405;MATA DE SÃO JOÃO;BA
0000.00.1406;CACHOEIRA;BA
0000.00.1407;CACHOEIRA;BA
0000.00.1408;SANTANA;BA
0000.00.1409;SÃO SEBASTIÃO DO PASSÉ;BA
0000.00.1410;JUSSARI;BA
0000.00.1411;COCOS;BA
0000.00.1412;ILHÉUS;BA
0000.00.1413;ITACARÉ;BA
0000.00.1414;QUEIMADAS;BA
0000.00.1415;ITAPEBI;BA
0000.00.1416;VALENÇA;BA
0000.00.1417;IBICARAÍ;BA
0000.00.1418;SIMÕES FILHO;BA
0000.00.1419;UNA;BA
0000.00.1420;CAMAÇARI;BA
0000.00.1421;MUCUGÊ;BA
0000.00.1422;PALMEIRAS;BA
0000.00.1425;UNA;BA
0000.00.1426;CARAVELAS;BA
0000.00.1427;MARAÚ;BA
0000.00.1428;URUÇUCA;BA
0000.00.1429;ILHÉUS;BA
0000.00.1430;ITACARÉ;BA
0000.00.1431;PRADO;BA
0000.00.1432;POJUCA;BA
0000.00.1433;ILHÉUS;BA
0000.00.1434;ILHÉUS;BA
0000.00.1435;PORTO SEGURO;BA
0000.00.1437;UBAÍRA;BA
0000.00.1438;URUÇUCA;BA
0000.00.1439;BARRA DO CHOÇA;BA
0000.00.1440;FERREIRA GOMES;AP
0000.00.1441;MACAPÁ;AP
0000.00.1442;PORTO GRANDE;AP
0000.00.1443;SANTANA;AP
0000.00.1444;MACAPÁ;AP
0000.00.1445;PRESIDENTE FIGUEIREDO;AM
0000.00.1446;PRESIDENTE FIGUEIREDO;AM
0000.00.1447;PRESIDENTE FIGUEIREDO;AM
0000.00.1448;PRESIDENTE FIGUEIREDO;AM
0000.00.1449;PRESIDENTE FIGUEIREDO;AM
0000.00.1450;MANAUS;AM
0000.00.1451;PRESIDENTE FIGUEIREDO;AM
0000.00.1452;PALMAS;TO
0000.00.1453;PRESIDENTE FIGUEIREDO;AM
0000.00.1454;PRESIDENTE FIGUEIREDO;AM
0000.00.1455;PRESIDENTE FIGUEIREDO;AM
0000.00.1456;MANAUS;AM
0000.00.1457;PRESIDENTE FIGUEIREDO;AM
0000.00.1459;CHÃ PRETA;AL
0000.00.1460;ATALAIA;AL
0000.00.1461;CORURIPE;AL
0000.00.1462;PILAR;AL
0000.00.1463;TEOTÔNIO VILELA;AL
0000.00.1464;BARRA DE SÃO MIGUEL;AL
0000.00.1465;RIO BRANCO;AC
0000.00.1517;JORDÃO;AC
0000.00.1517;MARECHAL THAUMATURGO;AC
0000.00.1517;PORTO WALTER;AC
0000.00.1517;TARAUACÁ;AC
0000.00.1518;LARANJAL DO JARI;AP
0000.00.1518;MAZAGÃO;AP
0000.00.1518;VITÓRIA DO JARI;AP
0000.00.1519;CIDELÂNDIA;MA
0000.00.1519;IMPERATRIZ;MA
0000.00.1520;MIRINZAL;MA
0000.00.1521;APARECIDA;SP
0000.00.1563;CAAPORÃ;PB
0000.00.1563;GOIANA;PE
0000.00.1563;PITIMBU;PB
0000.00.1564;CHAPADINHA;MA
0000.00.1605;PARNAMIRIM;PE
0000.00.1605;SERRITA;PE
0000.00.1606;LÁBREA;AM
0000.00.1606;PAUINI;AM
0000.00.1606;TAPAUÁ;AM
0000.00.1612;LÁBREA;AM
0000.00.1626;BERURI;AM
0000.00.1626;TAPAUÁ;AM
0000.00.1628;LÁBREA;AM
0000.00.1633;CANUTAMA;AM
0000.00.1633;LÁBREA;AM
0000.00.1633;PORTO VELHO;RO
0000.00.1635;ALTAMIRA;PA
0000.00.1635;SÃO FÉLIX DO XINGU;PA
0000.00.1683;ALCÂNTARAS;CE
0000.00.1683;MASSAPÊ;CE
0000.00.1683;MERUOCA;CE
0000.00.1683;SOBRAL;CE
0000.00.1808;ALCOBAÇA;BA
0000.00.1808;CARAVELAS;BA
0000.00.1808;NOVA VIÇOSA;BA
0000.00.1809;BEBERIBE;CE
0000.00.1810;PRAINHA;PA
0000.00.1812;CANINDÉ DE SÃO FRANCISCO;SE
0000.00.1812;DELMIRO GOUVEIA;AL
0000.00.1812;OLHO D'ÁGUA DO CASADO;AL
0000.00.1812;PAULO AFONSO;BA
0000.00.1812;PIRANHAS;AL
0000.00.1813;PORTO SEGURO;BA
0000.00.1880;UNA;BA
0000.00.1907;BOA NOVA;BA
0000.00.1907;DÁRIO MEIRA;BA
0000.00.1908;BOA NOVA;BA
0000.00.1908;DÁRIO MEIRA;BA
0000.00.1908;MANOEL VITORINO;BA
0000.00.1909;ARATACA;BA
0000.00.1909;SÃO JOSÉ DA VITÓRIA;BA
0000.00.1909;UNA;BA
0000.00.1910;GUARATINGA;BA
0000.00.1911;ARACRUZ;ES
0000.00.1911;FUNDÃO;ES
0000.00.1911;SERRA;ES
0000.00.1912;ARACRUZ;ES
0000.00.1912;FUNDÃO;ES
0000.00.1912;SERRA;ES
0000.00.2069;GUAÇUÍ;ES
0000.00.2070;ILHÉUS;BA
0000.00.2071;PORTO SEGURO;BA
0000.00.2072;PORTO SEGURO;BA
0000.00.2073;COROMANDEL;MG
0000.00.2074;ALTO JEQUITIBÁ;MG
0000.00.2075;JARDIM;MS
0000.00.2076;DIVINO DE SÃO LOURENÇO;ES
0000.00.2077;PRADO;BA
0000.00.2078;PIUM;TO
0000.00.2079;PIRENÓPOLIS;GO
0000.00.2080;QUEIMADAS;BA
0000.00.2081;BALNEÁRIO ARROIO DO SILVA;SC
0000.00.2082;SÃO FÉLIX DO TOCANTINS;TO
0000.00.2083;BARRETOS;SP
0000.00.2084;GUAIÚBA;CE
0000.00.2085;ITAIÓPOLIS;SC
0000.00.2086;AFONSO CLÁUDIO;ES
0000.00.2087;SÃO SEBASTIÃO DO PASSÉ;BA
0000.00.2088;BOM RETIRO;SC
0000.00.2089;BOM RETIRO;SC
0000.00.2090;BOM RETIRO;SC
0000.00.2091;BOM RETIRO;SC
0000.00.2092;TRAJANO DE MORAES;RJ
0000.00.2093;SINIMBU;RS
0000.00.2094;ITAIÓPOLIS;SC
0000.00.2095;ITAPORANGA D'AJUDA;SE
0000.00.2096;CORURIPE;AL
0000.00.2097;PIRAMBU;SE
0000.00.2098;GENERAL SAMPAIO;CE
0000.00.2099;CAMPO BELO DO SUL;SC
0000.00.2100;CARNAUBAIS;RN
0000.00.2101;PORTO SEGURO;BA
0000.00.2102;MIRANDA;MS
0000.00.2103;CACHOEIRO DE ITAPEMIRIM;ES
0000.00.2104;BARRA MANSA;RJ
0000.00.2105;ALTO ALEGRE DOS PARECIS;RO
