codigo_uc;municipio;uf
0000.00.2106;DIANÓPOLIS;TO
0000.00.2107;ANGRA DOS REIS;RJ
0000.00.2108;SÃO LUIZ GONZAGA;RS
0000.00.2109;SAPUCAIA DO SUL;RS
0000.00.2110;CRISTALINA;GO
0000.00.2111;TIBAGI;PR
0000.00.2112;ÁGUA DOCE;SC
0000.00.2113;COROMANDEL;MG
0000.00.2114;SÃO JOSÉ DO XINGU;MT
0000.00.2115;PRADO;BA
0000.00.2116;PRADO;BA
0000.00.2117;NOVA TRENTO;SC
0000.00.2118;VARZEDO;BA
0000.00.2119;ILHÉUS;BA
0000.00.2120;CHAPADA DOS GUIMARÃES;MT
0000.00.2121;BARCELOS;AM
0000.00.2122;BRUMADINHO;MG
0000.00.2123;ABAÍRA;BA
0000.00.2124;PORTO SEGURO;BA
0000.00.2125;NOVA FRIBURGO;RJ
0000.00.2126;PIRAÍ DO NORTE;BA
0000.00.2127;SERRA DO SALITRE;MG
0000.00.2128;MARMELÓPOLIS;MG
0000.00.2129;SANTO ANTÔNIO DO TAUÁ;PA
0000.00.2130;NOVA VENÉCIA;ES
0000.00.2131;ALTA FLORESTA;MT
0000.00.2132;ITAPAJÉ;CE
0000.00.2133;BOM JARDIM;RJ
0000.00.2134;SANTA LUZIA DO ITANHY;SE
0000.00.2135;SANTA LUZIA DO ITANHY;SE
0000.00.2136;VARGEM ALTA;ES
0000.00.2137;DOM PEDRO DE ALCÂNTARA;RS
0000.00.2138;ALTO JEQUITIBÁ;MG
0000.00.2139;CASIMIRO DE ABREU;RJ
0000.00.2140;PACOTI;CE
0000.00.2141;SILVA JARDIM;RJ
0000.00.2142;BOM JARDIM;RJ
0000.00.2143;DUAS BARRAS;RJ
0000.00.2144;SAPUCAIA;RJ
0000.00.2145;SÃO SEBASTIÃO DO PASSÉ;BA
0000.00.2146;CAMETÁ;PA
0000.00.2147;IGRAPIÚNA;BA
0000.00.2148;BRAGANÇA PAULISTA;SP
0000.00.2149;SÃO JOÃO D'ALIANÇA;GO
0000.00.2150;TIANGUÁ;CE
0000.00.2151;URUBICI;SC
0000.00.2152;MORRETES;PR
0000.00.2153;PORTO SEGURO;BA
0000.00.2154;URUBICI;SC
0000.00.2155;BOTUVERÁ;SC
0000.00.2156;NOVA VENÉCIA;ES
0000.00.2157;PRADO;BA
0000.00.2158;LAGOA DA PRATA;MG
0000.00.2159;LAGOA DA PRATA;MG
0000.00.2160;ITAIÓPOLIS;SC
0000.00.2161;LAJEDO;PE
0000.00.2162;ITACARÉ;BA
0000.00.2163;TRAJANO DE MORAES;RJ
0000.00.2164;NOVA FRIBURGO;RJ
0000.00.2165;NOVA FRIBURGO;RJ
0000.00.2166;COROMANDEL;MG
0000.00.2167;COROMANDEL;MG
0000.00.2168;COROMANDEL;MG
0000.00.2169;COROMANDEL;MG
0000.00.2170;COROMANDEL;MG
0000.00.2171;COROMANDEL;MG
0000.00.2172;COROMANDEL;MG
0000.00.2173;PATROCÍNIO;MG
0000.00.2174;PATROCÍNIO;MG
0000.00.2175;PATROCÍNIO;MG
0000.00.2176;COROMANDEL;MG
0000.00.2177;NATIVIDADE;RJ
0000.00.2178;COCOS;BA
0000.00.2179;BELÉM DO SÃO FRANCISCO;PE
0000.00.2180;URUBICI;SC
0000.00.2181;PASSO FUNDO;RS
0000.00.2182;BELMONTE;BA
0000.00.2183;CAVALCANTE;GO
0000.00.2184;CORUMBÁ;MS
0000.00.2185;BATURITÉ;CE
0000.00.2186;RIBEIRA DO POMBAL;BA
0000.00.2187;ILHÉUS;BA
0000.00.2188;SUMIDOURO;RJ
0000.00.2189;BELÉM DO SÃO FRANCISCO;PE
0000.00.2190;PORTO SEGURO;BA
0000.00.2191;PORTO SEGURO;BA
0000.00.2192;BELÉM DO SÃO FRANCISCO;PE
0000.00.2193;RANCHO QUEIMADO;SC
0000.00.2194;PRADO;BA
0000.00.2195;PORTO ALEGRE;RS
0000.00.2196;PORTO SEGURO;BA
0000.00.2197;PORTO SEGURO;BA
0000.00.2198;PORTO SEGURO;BA
0000.00.2199;PORTO SEGURO;BA
0000.00.2200;PORTO SEGURO;BA
0000.00.2201;SANTA ISABEL;SP
0000.00.2202;PORTO SEGURO;BA
0000.00.2203;PETRÓPOLIS;RJ
0000.00.2204;VENÂNCIO AIRES;RS
0000.00.2205;CRISTALINA;GO
0000.00.2206;TRAJANO DE MORAES;RJ
0000.00.2207;PRADO;BA
0000.00.2208;PRADO;BA
0000.00.2209;PRADO;BA
0000.00.2210;GUARAMIRIM;SC
0000.00.2211;GUARAMIRIM;SC
0000.00.2212;ACARI;RN
0000.00.2213;GRAVATÁ;PE
0000.00.2214;BELA VISTA DO TOLDO;SC
0000.00.2215;MACAÉ;RJ
0000.00.2216;PIUM;TO
0000.00.2217;ITAIÓPOLIS;SC
0000.00.2218;ITAIÓPOLIS;SC
0000.00.2219;PONTA GROSSA;PR
0000.00.2220;POUSO ALEGRE;MG
0000.00.2221;CASIMIRO DE ABREU;RJ
0000.00.2222;AFONSO CLÁUDIO;ES
0000.00.2223;PRADO;BA
0000.00.2224;PRESIDENTE ALVES;SP
0000.00.2225;ITUBERÁ;BA
0000.00.2226;ITAMARATI DE MINAS;MG
0000.00.2227;ALTO JEQUITIBÁ;MG
0000.00.2228;BRASÍLIA;DF
0000.00.2229;ALFREDO WAGNER;SC
0000.00.2230;ITARARÉ;SP
0000.00.2231;BOM JARDIM;RJ
0000.00.2232;FORMOSA;GO
0000.00.2233;MENDES;RJ
0000.00.2234;JABORANDI;BA
0000.00.2235;NOVA FRIBURGO;RJ
0000.00.2236;SANDOVALINA;SP
0000.00.2237;SANTANA DE PARNAÍBA;SP
0000.00.2310;MACAÉ;RJ
0000.00.2311;GUARAQUEÇABA;PR
0000.00.2312;IGARATINGA;MG
0000.00.2313;ARAPOTI;PR
0000.00.2314;BARÃO DE MELGAÇO;MT
0000.00.2633;BARAÚNA;RN
0000.00.2633;MOSSORÓ;RN
0000.00.2634;ANTONINA;PR
0000.00.2634;GUARAQUEÇABA;PR
0000.00.2634;PARANAGUÁ;PR
0000.00.2653;ARATUBA;CE
0000.00.2659;CRATEÚS;CE
0000.00.2660;GUARAMIRANGA;CE
0000.00.2661;MULUNGU;CE
0000.00.2664;NOVO ORIENTE;CE
0000.00.2665;PACOTI;CE
0000.00.2668;MINEIROS;GO
0000.00.2670;PIRENÓPOLIS;GO
0000.00.2685;DELFIM MOREIRA;MG
0000.00.2687;POUSO ALTO;MG
0000.00.2702;MORRETES;PR
0000.00.2705;CASIMIRO DE ABREU;RJ
0000.00.2707;SILVA JARDIM;RJ
0000.00.2708;PRESIDENTE MÉDICI;RO
0000.00.2709;PRESIDENTE MÉDICI;RO
0000.00.2711;BOM RETIRO;SC
0000.00.2714;ITAIÓPOLIS;SC
0000.00.2715;ITAIÓPOLIS;SC
0000.00.2716;PAULO LOPES;SC
0000.00.2719;URUBICI;SC
0000.00.2739;URUBICI;SC
0000.00.2740;PIRAMBU;SE
0000.00.2741;IBIÚNA;SP
0000.00.2744;LAGOA DA CONFUSÃO;TO
0000.00.2874;PONTAL DO PARANÁ;PR
0000.00.3066;CATU;BA
0000.00.3067;ILHÉUS;BA
0000.00.3068;PORTO SEGURO;BA
0000.00.3069;RIO DE CONTAS;BA
0000.00.3070;RIO DE CONTAS;BA
0000.00.3071;RIO DE CONTAS;BA
0000.00.3072;RIO DE CONTAS;BA
0000.00.3073;RIO DE CONTAS;BA
0000.00.3074;RIO DE CONTAS;BA
0000.00.3075;SAÚDE;BA
0000.00.3076;URUÇUCA;BA
0000.00.3077;AURORA DO TOCANTINS;TO
0000.00.3078;GRAMADO;RS
0000.00.3079;APUIARÉS;CE
0000.00.3080;ARACATI;CE
0000.00.3081;CRATEÚS;CE
0000.00.3082;ITATIRA;CE
0000.00.3083;MERUOCA;CE
0000.00.3084;MERUOCA;CE
0000.00.3085;MORADA NOVA;CE
0000.00.3086;QUIXADÁ;CE
0000.00.3087;BARREIRINHAS;MA
0000.00.3088;MORRO DO PILAR;MG
0000.00.3089;NOVA FRIBURGO;RJ
0000.00.3090;PRESIDENTE MÉDICI;RO
0000.00.3091;CARIRA;SE
0000.00.3092;ITABAIANINHA;SE
0000.00.3094;SÃO LUIZ DO PARAITINGA;SP
0000.00.3098;ÁGUAS MORNAS;SC
0000.00.3099;ALFREDO WAGNER;SC
0000.00.3100;BOM RETIRO;SC
0000.00.3101;ITAIÓPOLIS;SC
0000.00.3102;URUBICI;SC
0000.00.3103;URUBICI;SC
0000.00.3105;SÃO JOÃO D'ALIANÇA;GO
0000.00.3106;SENADOR CANEDO;GO
0000.00.3107;CAVALCANTE;GO
0000.00.3108;CAVALCANTE;GO
0000.00.3109;CAVALCANTE;GO
0000.00.3110;CAVALCANTE;GO
0000.00.3111;CAVALCANTE;GO
0000.00.3112;SÃO JOÃO D'ALIANÇA;GO
0000.00.3131;MAUÉS;AM
0000.00.3132;SÃO CAETANO DE ODIVELAS;PA
0000.00.3133;MARAPANIM;PA
0000.00.3134;MAGALHÃES BARATA;PA
0000.00.3135;MONTEZUMA;MG
0000.00.3135;RIO PARDO DE MINAS;MG
0000.00.3135;VARGEM GRANDE DO RIO PARDO;MG
0000.00.3136;CAETÉ;MG
0000.00.3136;ITABIRITO;MG
0000.00.3136;MARIANA;MG
0000.00.3136;NOVA LIMA;MG
0000.00.3136;OURO PRETO;MG
0000.00.3136;RAPOSOS;MG
0000.00.3136;RIO ACIMA;MG
0000.00.3136;SANTA BÁRBARA;MG
0000.00.3137;GUARATUBA;PR
0000.00.3137;MORRETES;PR
0000.00.3137;SÃO JOSÉ DOS PINHAIS;PR
0000.00.3407;MANICORÉ;AM
0000.00.3408;MAUÉS;AM
0000.00.3409;APUÍ;AM
0000.00.3409;MANICORÉ;AM
0000.00.3409;NOVO ARIPUANÃ;AM
0000.00.3410;APUÍ;AM
0000.00.3410;BORBA;AM
0000.00.3410;NOVO ARIPUANÃ;AM
0000.00.3411;MANICORÉ;AM
0000.00.3411;NOVO ARIPUANÃ;AM
0000.00.3432;SÃO SEBASTIÃO;SP
0000.00.3512;CRATO;CE
0000.00.3519;CANAÃ DOS CARAJÁS;PA
0000.00.3519;PARAUAPEBAS;PA
0000.00.3633;VITÓRIA;ES
0000.00.3642;VITÓRIA;ES
0000.00.3643;NATAL;RN
0000.00.3644;NATAL;RN
0000.00.3651;BEQUIMÃO;MA
0000.00.3652;CAMPO FORMOSO;BA
0000.00.3652;JUAZEIRO;BA
0000.00.3652;SENTO SÉ;BA
0000.00.3652;SOBRADINHO;BA
0000.00.3653;HUMBERTO DE CAMPOS;MA
0000.00.3653;ICATU;MA
0000.00.3654;CARUTAPERA;MA
0000.00.3654;LUÍS DOMINGUES;MA
0000.00.3655;CAMPO FORMOSO;BA
0000.00.3655;JUAZEIRO;BA
0000.00.3655;MORRO DO CHAPÉU;BA
0000.00.3655;SENTO SÉ;BA
0000.00.3655;SOBRADINHO;BA
0000.00.3655;UMBURANAS;BA
0000.00.3657;NAZARÉ PAULISTA;SP
0000.00.3658;ITAPOÁ;SC
0000.00.3659;CAMBUÍ;MG
0000.00.3660;ITAJAÍ;SC
0000.00.3661;PIRAÍ DO NORTE;BA
0000.00.3662;URUPEMA;SC
0000.00.3663;GUARAMIRANGA;CE
0000.00.3664;TAPEROÁ;BA
0000.00.3665;SÃO MAMEDE;PB
0000.00.3666;TAPEROÁ;BA
0000.00.3667;URUÇUCA;BA
0000.00.3668;TAPEROÁ;BA
0000.00.3669;PASSO FUNDO;RS
0000.00.3670;NOVA TRENTO;SC
0000.00.3671;PIRACAIA;SP
0000.00.3672;ITAIÓPOLIS;SC
0000.00.3673;PAULO LOPES;SC
0000.00.3675;CRATEÚS;CE
0000.00.3677;BANDEIRA;MG
0000.00.3678;CRATEÚS;CE
0000.00.3679;BOCAIÚVA DO SUL;PR
0000.00.3680;CAMPO MAGRO;PR
0000.00.3681;ALTO PARAÍSO DE GOIÁS;GO
0000.00.3682;SÃO JOSÉ DO BARREIRO;SP
0000.00.3683;FLORIANÓPOLIS;SC
0000.00.3684;ALTO PARAÍSO DE GOIÁS;GO
0000.00.3685;JAGUARIAÍVA;PR
0000.00.3686;ALTO PARAÍSO DE GOIÁS;GO
0000.00.3687;EXTREMOZ;RN
0000.00.3693;NOVO AIRÃO;AM
0000.00.3693;RORAINÓPOLIS;RR
0000.00.3694;CURAÇÁ;BA
0000.00.3694;JUAZEIRO;BA
0000.00.3696;CURAÇÁ;BA
0000.00.3696;JUAZEIRO;BA
0000.00.4460;CRATO;CE
0000.00.4461;PIRENÓPOLIS;GO
0000.00.4462;CAVALCANTE;GO
0000.00.4463;CAVALCANTE;GO
0000.00.4464;CORUMBÁ DE GOIÁS;GO
0000.00.4465;BOCAIÚVA DO SUL;PR
0000.00.4466;QUIXADÁ;CE
0000.00.4467;ALTO PARAÍSO DE GOIÁS;GO
0000.00.4468;ITAIÓPOLIS;SC
0000.00.4469;PIRENÓPOLIS;GO
0000.00.4470;ESPLANADA;BA
0000.00.4471;PIRENÓPOLIS;GO
0000.00.4472;ALEXÂNIA;GO
0000.00.4473;PIRENÓPOLIS;GO
0000.00.4474;SANTO ANTÔNIO DO DESCOBERTO;GO
0000.00.4475;JATAÍ;GO
0000.00.4476;PIRENÓPOLIS;GO
0000.00.4477;CAVALCANTE;GO
0000.00.4478;SÃO JOSÉ DO BARREIRO;SP
0000.00.4479;ALTO PARNAÍBA;MA
0000.00.4480;PIRENÓPOLIS;GO
0000.00.4481;ITACARÉ;BA
0000.00.4482;GUARUJÁ DO SUL;SC
0000.00.4483;PIRENÓPOLIS;GO
0000.00.4484;BOCAIÚVA DO SUL;PR
0000.00.4485;CAXIAS DO SUL;RS
0000.00.4486;CAMACAN;BA
0000.00.4487;PIRENÓPOLIS;GO
0000.00.4488;LAJEADO;TO
0000.00.4489;PIRENÓPOLIS;GO
0000.00.4490;BARREIRAS;BA
0000.00.4491;BAÍA FORMOSA;RN
0000.00.4492;NOVA IGUAÇU;RJ
0000.00.4493;ALTO PARAÍSO DE GOIÁS;GO
0000.00.4494;PORTO UNIÃO;SC
0000.00.4495;BOCAIÚVA DO SUL;PR
0000.00.4496;CHAPADÃO DO SUL;MS
0000.00.4497;PLANALTINA;GO
0000.00.4498;ALTO PARAÍSO DE GOIÁS;GO
0000.00.4499;MONTEZUMA;MG
0000.00.4500;CAMACAN;BA
0000.00.4501;MIMOSO DO SUL;ES
0000.00.4502;PAU BRASIL;BA
0000.00.4503;PIRENÓPOLIS;GO
0000.00.4504;NILO PEÇANHA;BA
0000.00.4505;CASEARA;TO
0000.00.4506;SAQUAREMA;RJ
0000.00.4507;CAVALCANTE;GO
0000.00.4508;CAVALCANTE;GO
0000.00.4509;TOMBOS;MG
0000.00.4510;ICAPUÍ;CE
0000.00.4511;TAQUARUÇU DO SUL;RS
0000.00.4512;LAVRINHAS;SP
0000.00.4513;PIRENÓPOLIS;GO
0000.00.4514;CRISTALINA;GO
0000.00.4515;CAMPO ALEGRE;SC
0000.00.4516;BAEPENDI;MG
0000.00.4517;PARANAGUÁ;PR
0000.00.4518;BANANAL;SP
0000.00.4519;BARRA MANSA;RJ
0000.00.4520;ADRIANÓPOLIS;PR
0000.00.4521;ITAARA;RS
0000.00.4522;BARCELOS;AM
0000.00.4523;CAMACAN;BA
0000.00.4524;NOVA TRENTO;SC
0000.00.4525;PORTO BELO;SC
0000.00.4526;PIRENÓPOLIS;GO
0000.00.4527;CAVALCANTE;GO
0000.00.4528;BOCAIÚVA DO SUL;PR
0000.00.4529;CRATO;CE
0000.00.4530;BRASÍLIA;DF
0000.00.4531;SÃO BENTO DO SUL;SC
0000.00.4532;CURITIBANOS;SC
0000.00.4533;PIRENÓPOLIS;GO
0000.00.4534;PORTO VELHO;RO
0000.00.4535;CASEARA;TO
0000.00.4536;MIGUEL PEREIRA;RJ
0000.00.4537;SÃO FRANCISCO DE PAULA;RS
0000.00.4543;PIRENÓPOLIS;GO
0000.00.4544;CAMACAN;BA
0000.00.4545;ALTO PARAÍSO DE GOIÁS;GO
0000.00.4546;NOVA CAMPINA;SP
0000.00.4547;IPU;CE
0000.00.4548;RIO NEGRINHO;SC
0000.00.4549;CAMACAN;BA
0000.00.4550;PIRENÓPOLIS;GO
0000.00.4552;EQUADOR;RN
0000.00.4553;CAVALCANTE;GO
0000.00.4581;ÁGUA BRANCA;PB
0000.00.4581;CACIMBA DE AREIA;PB
0000.00.4581;CATINGUEIRA;PB
0000.00.4581;IMACULADA;PB
0000.00.4581;JURU;PB
0000.00.4581;MÃE D'ÁGUA;PB
0000.00.4581;MATURÉIA;PB
0000.00.4581;OLHO D'ÁGUA;PB
0000.00.4581;SANTANA DOS GARROTES;PB
0000.00.4581;SANTA TERESINHA;PB
0000.00.4581;SÃO JOSÉ DO BONFIM;PB
0000.00.4581;TEIXEIRA;PB
0000.00.4617;AMAJARI;RR
0000.00.4777;PRIMAVERA;PA
0000.00.4777;QUATIPURU;PA
0000.00.4777;SÃO JOÃO DE PIRABAS;PA
0000.00.4777;TRACUATEUA;PA
0000.00.4780;QUATIPURU;PA
0000.00.4780;SALINÓPOLIS;PA
0000.00.4780;SÃO JOÃO DE PIRABAS;PA
0000.00.4854;ITACOATIARA;AM
0000.00.4855;SÃO DESIDÉRIO;BA
0000.11.0739;PORTO VELHO;RO
0000.11.0740;MACHADINHO D'OESTE;RO
0000.11.0740;PORTO VELHO;RO
0000.11.0743;MACHADINHO D'OESTE;RO
0000.11.0744;MACHADINHO D'OESTE;RO
0000.11.0745;MACHADINHO D'OESTE;RO
0000.11.0746;MACHADINHO D'OESTE;RO
0000.11.0747;MACHADINHO D'OESTE;RO
0000.11.0748;MACHADINHO D'OESTE;RO
0000.11.0749;MACHADINHO D'OESTE;RO
0000.11.0750;MACHADINHO D'OESTE;RO
0000.11.0751;MACHADINHO D'OESTE;RO
0000.11.0752;MACHADINHO D'OESTE;RO
0000.11.0753;MACHADINHO D'OESTE;RO
0000.11.0754;MACHADINHO D'OESTE;RO
0000.11.0755;MACHADINHO D'OESTE;RO
0000.11.0756;MACHADINHO D'OESTE;RO
0000.11.0756;VALE DO ANARI;RO
0000.11.0757;MACHADINHO D'OESTE;RO
0000.11.0758;PORTO VELHO;RO
0000.11.0759;CUJUBIM;RO
0000.11.0760;CUJUBIM;RO
0000.11.0761;CUJUBIM;RO
0000.11.0763;MACHADINHO D'OESTE;RO
0000.11.0764;CANDEIAS DO JAMARI;RO
0000.11.0765;GUAJARÁ-MIRIM;RO
0000.11.0765;NOVA MAMORÉ;RO
0000.11.0767;GUAJARÁ-MIRIM;RO
0000.11.0768;PORTO VELHO;RO
0000.11.0770;GUAJARÁ-MIRIM;RO
0000.11.0771;COSTA MARQUES;RO
0000.11.0772;GUAJARÁ-MIRIM;RO
0000.11.0773;ALTA FLORESTA D'OESTE;RO
0000.11.0773;COSTA MARQUES;RO
0000.11.0774;COSTA MARQUES;RO
0000.11.0775;COSTA MARQUES;RO
0000.11.0775;GUAJARÁ-MIRIM;RO
0000.11.0776;BURITIS;RO
0000.11.0776;NOVA MAMORÉ;RO
0000.11.0776;PORTO VELHO;RO
0000.11.0777;MACHADINHO D'OESTE;RO
0000.11.0778;CUJUBIM;RO
0000.11.1495;ALTO ALEGRE DOS PARECIS;RO
0000.11.1495;CEREJEIRAS;RO
0000.11.1495;PIMENTEIRAS DO OESTE;RO
0000.11.2059;CUJUBIM;RO
0000.11.2065;PORTO VELHO;RO
0000.11.4407;PORTO VELHO;RO
0000.11.4426;SÃO FRANCISCO DO GUAPORÉ;RO
0000.11.4430;COSTA MARQUES;RO
0000.11.4431;PORTO VELHO;RO
0000.11.4441;PORTO VELHO;RO
0000.11.4444;PORTO VELHO;RO
0000.11.4445;ALTA FLORESTA D'OESTE;RO
0000.11.4448;CUJUBIM;RO
0000.11.4448;PORTO VELHO;RO
0000.11.4454;PORTO VELHO;RO
0000.11.4641;SÃO FRANCISCO DO GUAPORÉ;RO
0000.11.4643;PIMENTA BUENO;RO
0000.12.0939;MANOEL URBANO;AC
0000.12.0939;SANTA ROSA DO PURUS;AC
0000.12.0939;SENA MADUREIRA;AC
0000.12.0940;BUJARI;AC
0000.12.0940;RIO BRANCO;AC
0000.12.0941;RIO BRANCO;AC
0000.12.1983;MÂNCIO LIMA;AC
0000.12.2041;TARAUACÁ;AC
0000.12.2044;TARAUACÁ;AC
0000.12.2046;TARAUACÁ;AC
0000.12.2048;SENA MADUREIRA;AC
0000.13.0981;BARCELOS;AM
0000.13.0981;COARI;AM
0000.13.0981;CODAJÁS;AM
0000.13.0981;MARAÃ;AM
0000.13.0982;APUÍ;AM
0000.13.0983;APUÍ;AM
0000.13.0984;BORBA;AM
0000.13.0985;JUTAÍ;AM
0000.13.0986;MANAUS;AM
0000.13.0986;TEFÉ;AM
0000.13.0987;ANORI;AM
0000.13.0987;BERURI;AM
0000.13.0987;COARI;AM
0000.13.0987;TAPAUÁ;AM
0000.13.0988;MANICORÉ;AM
0000.13.0989;CARAUARI;AM
0000.13.0990;ITAPIRANGA;AM
0000.13.0990;SÃO SEBASTIÃO DO UATUMÃ;AM
0000.13.0991;COARI;AM
0000.13.0991;TEFÉ;AM
0000.13.0992;APUÍ;AM
0000.13.0992;MANICORÉ;AM
0000.13.0993;MANAUS;AM
0000.13.0994;IRANDUBA;AM
0000.13.0994;MANACAPURU;AM
0000.13.0994;NOVO AIRÃO;AM
0000.13.0995;MANAUS;AM
0000.13.0995;NOVO AIRÃO;AM
0000.13.0996;MANAUS;AM
0000.13.0997;NHAMUNDÁ;AM
0000.13.0998;APUÍ;AM
0000.13.0999;APUÍ;AM
0000.13.1000;MANICORÉ;AM
0000.13.1001;APUÍ;AM
0000.13.1002;RIO PRETO DA EVA;AM
0000.13.1003;MAUÉS;AM
0000.13.1004;MANICORÉ;AM
0000.13.1006;NOVO AIRÃO;AM
0000.13.1007;NOVO AIRÃO;AM
0000.13.1008;BARCELOS;AM
0000.13.1009;APUÍ;AM
0000.13.1010;MANAUS;AM
0000.13.1011;SÃO GABRIEL DA CACHOEIRA;AM
0000.13.1506;EIRUNEPÉ;AM
0000.13.1506;IPIXUNA;AM
0000.13.1573;MANICORÉ;AM
0000.13.1573;NOVO ARIPUANÃ;AM
0000.13.1730;IRANDUBA;AM
0000.13.1730;MANACAPURU;AM
0000.13.1730;NOVO AIRÃO;AM
0000.13.1731;CANUTAMA;AM
0000.13.1731;TAPAUÁ;AM
0000.13.1732;BERURI;AM
0000.13.1732;BORBA;AM
0000.13.1732;MANICORÉ;AM
0000.13.1733;CANUTAMA;AM
0000.13.1735;BORBA;AM
0000.13.1736;BORBA;AM
0000.13.1736;MANICORÉ;AM
0000.13.1737;CANUTAMA;AM
0000.13.1977;MANICORÉ;AM
0000.13.1977;NOVO ARIPUANÃ;AM
0000.13.3182;MANAUS;AM
0000.14.4382;RORAINÓPOLIS;RR
0000.14.4385;RORAINÓPOLIS;RR
0000.14.4398;CARACARAÍ;RR
0000.14.4914;RORAINÓPOLIS;RR
0000.15.1021;SÃO GERALDO DO ARAGUAIA;PA
0000.15.1022;SÃO GERALDO DO ARAGUAIA;PA
0000.15.1023;AFUÁ;PA
0000.15.1023;ANAJÁS;PA
0000.15.1023;BREVES;PA
0000.15.1023;CACHOEIRA DO ARARI;PA
0000.15.1023;CHAVES;PA
0000.15.1023;CURRALINHO;PA
0000.15.1023;MUANÁ;PA
0000.15.1023;SALVATERRA;PA
0000.15.1023;SANTA CRUZ DO ARARI;PA
0000.15.1023;SÃO SEBASTIÃO DA BOA VISTA;PA
0000.15.1023;SOURE;PA
0000.15.1024;MARACANÃ;PA
0000.15.1025;ANANINDEUA;PA
0000.15.1025;BELÉM;PA
0000.15.1026;SÃO GERALDO DO ARAGUAIA;PA
0000.15.1027;BELÉM;PA
0000.15.1028;MONTE ALEGRE;PA
0000.15.1029;BREU BRANCO;PA
0000.15.1029;GOIANÉSIA DO PARÁ;PA
0000.15.1029;ITUPIRANGA;PA
0000.15.1029;JACUNDÁ;PA
0000.15.1029;NOVA IPIXUNA;PA
0000.15.1029;NOVO REPARTIMENTO;PA
0000.15.1029;TUCURUÍ;PA
0000.15.1030;NOVO REPARTIMENTO;PA
0000.15.1030;TUCURUÍ;PA
0000.15.1031;NOVO REPARTIMENTO;PA
0000.15.1031;TUCURUÍ;PA
0000.15.1032;MONTE ALEGRE;PA
0000.15.1033;ALMEIRIM;PA
0000.15.1033;MONTE ALEGRE;PA
0000.15.1034;ALENQUER;PA
0000.15.1034;MONTE ALEGRE;PA
0000.15.1034;ÓBIDOS;PA
0000.15.1034;ORIXIMINÁ;PA
0000.15.1035;FARO;PA
0000.15.1035;ORIXIMINÁ;PA
0000.15.1036;ALTAMIRA;PA
0000.15.1037;ALENQUER;PA
0000.15.1037;ALMEIRIM;PA
0000.15.1037;MONTE ALEGRE;PA
0000.15.1037;ÓBIDOS;PA
0000.15.1038;ALENQUER;PA
0000.15.1038;ALMEIRIM;PA
0000.15.1038;MONTE ALEGRE;PA
0000.15.1038;ÓBIDOS;PA
0000.15.1039;ALTAMIRA;PA
0000.15.1039;SÃO FÉLIX DO XINGU;PA
0000.15.1881;ANANINDEUA;PA
0000.15.1881;BENEVIDES;PA
0000.15.1881;MARITUBA;PA
0000.15.1881;SANTA IZABEL DO PARÁ;PA
0000.15.2042;AFUÁ;PA
0000.15.3478;SENADOR JOSÉ PORFÍRIO;PA
0000.15.3479;MARACANÃ;PA
0000.15.3480;SENADOR JOSÉ PORFÍRIO;PA
0000.15.3481;MARACANÃ;PA
0000.15.3828;SALINÓPOLIS;PA
0000.16.0291;MACAPÁ;AP
0000.16.0292;LARANJAL DO JARI;AP
0000.16.0292;MAZAGÃO;AP
0000.16.0292;PEDRA BRANCA DO AMAPARI;AP
0000.16.0293;MACAPÁ;AP
0000.16.0885;AMAPÁ;AP
0000.16.0885;CALÇOENE;AP
0000.16.0885;FERREIRA GOMES;AP
0000.16.0885;MAZAGÃO;AP
0000.16.0885;OIAPOQUE;AP
0000.16.0885;PORTO GRANDE;AP
0000.16.0885;PRACUÚBA;AP
0000.16.0885;SERRA DO NAVIO;AP
0000.16.0885;TARTARUGALZINHO;AP
0000.16.0886;MACAPÁ;AP
0000.17.1486;MATEIROS;TO
0000.17.1487;PIUM;TO
0000.17.1488;PALMAS;TO
0000.17.1489;FILADÉLFIA;TO
0000.17.1491;ARAGUAÍNA;TO
0000.17.1491;BABAÇULÂNDIA;TO
0000.17.1491;WANDERLÂNDIA;TO
0000.17.1492;PALMEIRÓPOLIS;TO
0000.17.1492;PARANÃ;TO
0000.17.1492;SÃO SALVADOR DO TOCANTINS;TO
0000.17.1493;ANANÁS;TO
0000.17.1493;ARAGUANÃ;TO
0000.17.1493;RIACHINHO;TO
0000.17.1493;XAMBIOÁ;TO
0000.17.1494;PARANÃ;TO
0000.17.1494;PEIXE;TO
0000.17.1494;SÃO SALVADOR DO TOCANTINS;TO
0000.17.1497;PORTO NACIONAL;TO
0000.17.1498;APARECIDA DO RIO NEGRO;TO
0000.17.1498;LAJEADO;TO
0000.17.1498;PALMAS;TO
0000.17.1498;TOCANTÍNIA;TO
0000.17.1499;MATEIROS;TO
0000.17.1499;NOVO ACORDO;TO
0000.17.1499;PONTE ALTA DO TOCANTINS;TO
0000.17.1500;PEIXE;TO
0000.17.1501;ABREULÂNDIA;TO
0000.17.1501;ARAGUACEMA;TO
0000.17.1501;CASEARA;TO
0000.17.1501;CHAPADA DE AREIA;TO
0000.17.1501;DIVINÓPOLIS DO TOCANTINS;TO
0000.17.1501;DOIS IRMÃOS DO TOCANTINS;TO
0000.17.1501;MARIANÓPOLIS DO TOCANTINS;TO
